,parameterName,value
0,r,0.6646084784563182
1,rmse,0.8190134572077336
2,rf_lum_param1,5.782662983446755
3,rf_lum_param2,0.271416171556947
4,rf_contrast_param1,11.549502805416726
5,rf_contrast_param2,0.49907434080757684
6,amplitudeWeightContrast,0.1900979762604299
7,weight1,0.9624722665707934
8,weight2,0.9116616539287934
9,weight3,0.23882465385463264
10,weight4,1.9142245332362977
11,weight5,0.07288688634026907
12,weight6,0.5276363389196201
13,weight7,0.17435355555327706
14,weight8,0.09514093364357881
15,weight9,1.9273398103682577
16,weight10,0.021401965824447436
17,weight11,1.5512392178608598
18,weight12,0.46759600442458327
19,weight13,0.22084696625745526
20,weight14,0.4694678399347869
21,weight15,1.7484062210922584
22,weight16,0.22432612904947513
23,weight17,0.6023013732384017
24,weight18,1.9437284742338212
25,weight19,0.04411656854314783
26,weight20,0.01864081942366994
27,weight21,0.5607858613185228
28,weight22,1.8088472474952964
29,weight23,0.8019567571356139
30,weight24,0.9832947399516647
31,weight25,0.1775234829518233
32,weight26,0.14383432511773542
33,weight27,0.5050991147753636
34,weight28,1.7208680318269804
35,weight29,0.3542664324597332
36,weight30,0.006971587150491912
37,weight31,0.0030964339782612836
38,weight32,0.0051577530947891715
39,weight33,0.3003546069612975
40,weight34,0.47531370129463346
41,weight35,1.9142446772023343
42,weight36,1.049546482360774
43,weight37,1.779054197846348
44,weight38,0.04239543388530645
45,weight39,1.9952109794148312
46,weight40,1.252980838948044
47,weight41,0.9669899904675887
48,weight42,1.9325667990310373
49,weight43,1.877091119818247
50,weight44,0.5536040658797008
