,Actual pupil (z),Predicted pupil (z),Predicted pupil - luminance (z),Predicted pupil - contrast (z)
95,-1.024015227135903,-0.46739741360260395,-0.2354938532797432,-1.3873135207751992
96,-1.0570792734567747,-0.49031571238037697,-0.21161663596336125,-1.641686919092746
97,-1.0364142445062299,-0.5220891280411213,-0.205660277118516,-1.8515419239653548
98,-1.0092555608484395,-0.5631655935017749,-0.22078997407976067,-2.0027449410005946
99,-1.0025686467904487,-0.6045574192679878,-0.24805810905185527,-2.0918662505677026
100,-0.9881410261881628,-0.6318759367434057,-0.27152086120911795,-2.1219333703592165
101,-0.9674061081097076,-0.6333531459361635,-0.2774229320694043,-2.099185687517642
102,-0.941796929652687,-0.6053140129814253,-0.2600301967797317,-2.033138730794831
103,-0.912747478506038,-0.5528066524819529,-0.22196297293167236,-1.938371766560459
104,-0.8816910397477117,-0.4878594582144304,-0.17229153327416072,-1.8347537759429278
105,-0.8500611464360078,-0.42547342130925175,-0.12289496978857764,-1.7440799162512912
106,-0.8192913316292261,-0.3789217421847469,-0.08455362644064424,-1.684217495015852
107,-0.7908149217353755,-0.35610893545983574,-0.0640437875468531,-1.6639324935327093
108,-0.766066069763624,-0.3581977650689322,-0.06304847086859236,-1.68090458680765
109,-0.7464776888214026,-0.38334218884506976,-0.08181249955850275,-1.7234737356149796
110,-0.7334835186173007,-0.43372325632149794,-0.12583401095914334,-1.774971720003701
111,-0.7285171748697319,-0.5160542977567404,-0.2053214643657616,-1.81941697199129
112,-0.7533033478837678,-0.6268245200519018,-0.31821333651042855,-1.8479283027859654
113,-0.8628280013216546,-0.7363368867491813,-0.4321024819147569,-1.864126152954084
114,-0.9744191576545959,-0.7980192918633042,-0.4938671220141651,-1.8857850015536766
115,-1.0922098226727006,-0.7793740236892298,-0.4632896365787466,-1.941876008508033
116,-1.1810694471600427,-0.6828087486148774,-0.33676786937788245,-2.064875818121766
117,-1.2554635513820036,-0.5393125393608427,-0.14306137235516073,-2.2776113824696775
118,-1.3029931179682563,-0.3860388105599535,0.07775950926378104,-2.578044775710123
119,-1.3091926266534197,-0.247561024029319,0.2927683869720413,-2.931036824819216
120,-1.261663060067167,-0.13078436418961212,0.48275615643707254,-3.274336511742748
121,-1.1810694471600427,-0.029994908809788542,0.6403329964240685,-3.536965880292501
122,-1.0715447937221558,0.06526289174281612,0.7655742479208283,-3.660575774913661
123,-0.9165570765930708,0.1639549138334286,0.862177556561854,-3.614241843860865
124,-0.7905003999947482,0.27043353380954926,0.9348995124630177,-3.398531635864651
125,-0.6334461799706086,0.38419503231945296,0.988304532532632,-3.040286210510306
126,-0.4825914686316325,0.5013838250011947,1.0264314813196254,-2.582414754756877
127,-0.32967025439760184,0.6167131654510966,1.0527761686533317,-2.073010863608208
128,-0.20981308648444266,0.725070130375442,1.0703386841201352,-1.5565837814736807
129,-0.06515788383062988,0.8225187845379014,1.0816421446668325,-1.068520646905272
130,0.044366769607256926,0.9066941077292306,1.0887082318040033,-0.6327444919024383
131,0.15182492015008928,0.9766833805820743,1.0929675688925733,-0.26190923141735484
132,0.23655153884732247,1.0326851184553787,1.0952406021453311,0.040784599246658934
133,0.3688077241308084,1.0757337270590657,1.0959319228528213,0.2790205748970348
134,0.4679998630934229,1.1074696447360086,1.0952929330507992,0.460693165014808
135,0.5465269731054927,1.1298251857022017,1.0935302210328295,0.5955725111885062
136,0.6477856149631617,1.1447052186043647,1.090792762520751,0.6935776172912667
137,0.7159802104999591,1.1538467998935245,1.0872214295851492,0.763727247506334
138,0.7883078118268655,1.1587665701894831,1.08298843068134,0.8136368957342036
139,0.8647684189438808,1.1606075028031146,1.078165644228512,0.8493503518443529
140,0.9329630144806782,1.1600769652230565,1.072656895142674,0.8753479499418716
141,0.9908250955422033,1.1576812243967967,1.0664270778644247,0.8946588690565117
142,1.0672857026592186,1.1539298317966764,1.0596891741253036,0.9090256930117498
143,1.1540788242515063,1.1492503113704677,1.0527782283897489,0.919088021992792
144,1.201608390837759,1.1438764041807028,1.0459751737891028,0.9246813186410505
145,1.2553374661091752,1.1379345135713164,1.0394926182280475,0.9253973797105124
146,1.2946010211152101,1.1315879161747133,1.03349183485048,0.9213052216718473
147,1.3462635934915719,1.125110500523486,1.0280683419580536,0.9134412440426102
148,1.3400640848064085,1.1188631779385818,1.0232394115952081,0.9037424021627667
149,1.3917266571827702,1.1132249797931333,1.0189768119544687,0.894486831101392
150,1.3751946340223344,1.1084616211728657,1.0151969398642384,0.88760726580766
151,1.399992668762988,1.104617198240183,1.0117327953772346,0.8842299587736145
152,1.4371897208739686,1.1015743218010947,1.0084145835195508,0.8845885450099322
153,1.4516552411393497,1.0991904900469809,1.0051738933477923,0.8882422368114534
154,1.4516552411393497,1.0973289031916784,1.0020145009816575,0.894402547724474
155,1.4991848077256025,1.0958410449070797,0.9989446324185544,0.9021917524712963
156,1.5177833337810926,1.094558300622376,0.9959420496806705,0.9107794559937427
157,1.5446478714168008,1.0932777871372967,0.9929278172988003,0.9194409757869527
158,1.6190419756387617,1.0918381238170938,0.9898398561191273,0.9275961436643756
159,1.6583055306447967,1.0901758564954425,0.9866872627399303,0.934840584305243
160,1.6314409930090885,1.0883972705715308,0.983628439527587,0.9409382051785012
161,1.6665715422250145,1.0868691090474452,0.9810832897873496,0.9457407077582002
162,1.6851700682805046,1.0861040431804443,0.979642144722035,0.9490231784297135
163,1.6975690856508314,1.0865184051361545,0.9798440076542954,0.9502894208934718
164,1.6438400103794153,1.0882572815627867,0.9820070485801582,0.9486809021904402
165,1.606642958268435,1.0911967405426886,0.9862082691255561,0.9430962364207742
166,1.598376946688217,1.095061453054895,0.9923555181230945,0.9324732179228948
167,1.4805862816701123,1.0995093100959195,1.0002270036898226,0.9160563993516475
168,1.4020591716580426,1.1041089336416112,1.0094306392995323,0.8934845926775378
169,1.3545296050717897,1.1082689247729793,1.0193504739163264,0.8646751445202627
170,1.2987340269053191,1.1112166848197051,1.029147487492168,0.8297007560930393
171,1.2698029863745566,1.112038951917677,1.0377767758698528,0.7889268413977427
172,1.2925345182201557,1.1097963986119315,1.0440309068007987,0.7434273326076674
173,1.2987340269053191,1.10368866788958,1.046643944812256,0.695364733320736
174,1.3214655587509183,1.0931812462149817,1.0444376307085579,0.6479339972981979
175,1.3503965992816809,1.0781418678843853,1.0365926702052293,0.60470183006637
176,1.3255985645410273,1.0590896952554438,1.023112118561175,0.5685691218259632
177,1.3669286224421167,1.0373103026996198,1.0051080440557094,0.5409090180023518
178,1.3462635934915719,1.0146126092021708,0.9845694889070186,0.5214218512324571
179,1.37312813112728,0.9928275310934512,0.9637148048426444,0.5087252781685203
180,1.3958596629728792,0.9732188856962634,0.9442189581308358,0.5011091061615756
181,1.4123916861333148,0.9560822028698557,0.9267216054611142,0.4968689183368832
182,1.4640542585096765,0.9406482828931175,0.910753376834811,0.4941519893677687
183,1.5033178135157115,0.9252914314717201,0.8949897697720093,0.49079167674320595
184,1.571512409052509,0.9080964849748309,0.8777919919089764,0.4846482321663169
185,1.5777119177376724,0.8875267691801558,0.8577659545339388,0.47442123528406643
186,1.5797784206327268,0.8629092296689103,0.834145154358782,0.46036121554275744
187,1.5859779293178902,0.8345816296469744,0.8069317153218872,0.4443547542174883
188,1.5529138829970186,0.8037377561827398,0.7768453171772828,0.42932341955540265
189,1.4619877556146221,0.7720975816758197,0.7451589611502755,0.4182344839436941
190,1.3751946340223344,0.7414578500379011,0.7134146245397605,0.4130716337705843
191,1.3008005298003735,0.7131699333748751,0.6830125314576643,0.4140618771946295
192,1.2078078995229224,0.6877252954919341,0.6548066000099204,0.4194745600722485
193,1.077618217134491,0.6647626289828447,0.6289958346056626,0.42623279117413015
194,0.9846255868570399,0.6436090422832142,0.6054624883322067,0.43117526755287217
195,0.852369401573554,0.6239858874941681,0.5842824874068856,0.4323369742377756
196,0.755243765505994,0.6064277745816454,0.5660483549331435,0.42960473192585624
197,0.6725836497038152,0.5922910473775055,0.5519078366557035,0.42456163151509674
198,0.6043890541670178,0.5833375836425413,0.5432569094741291,0.41976348777666594
199,0.5775245165313098,0.5811117137250766,0.5412488485177716,0.41782052439371004
200,0.5444604702104382,0.5865133187969881,0.5464870551815985,0.4206146478117505
201,0.5506599788956016,0.599637015194893,0.5589361880566169,0.4288633803078713
202,0.5671920020560374,0.6197482567629677,0.5779066403435366,0.44206724448643714
203,0.587857031006582,0.6454732356667607,0.6022064789053836,0.4587774716774089
204,0.6436526091730527,0.6751135731158617,0.6303813251890856,0.47710224071072943
205,0.6932486786543599,0.7068694211171421,0.6608408042859347,0.4952950176041233
206,0.7614432741911574,0.7389658150927213,0.6919058244584452,0.5122157681915631
207,0.8358373784131182,0.7696582533221373,0.7217756932442576,0.5275352906761847
208,0.8957659623696979,0.7971506360270134,0.7484531172175168,0.5416686833592533
209,0.980492581066931,0.8195383702288438,0.7697403559235675,0.5554759059827391
210,1.0631526968691098,0.8347636404654407,0.7832872751069162,0.5697576826939288
211,1.0900172345048178,0.8405486016087561,0.7866398340480838,0.5846250746673415
212,1.1272142866157984,0.8344917788130335,0.777444744974036,0.5989645125946336
213,1.0796847200295454,0.8146604350969693,0.7541138484332195,0.6102711590036897
214,0.9329630144806782,0.780520256738695,0.716747011272761,0.6150175782322135
215,0.7428447481356671,0.7336343999199909,0.6677008029568113,0.6095899046763663
216,0.4824653833588042,0.677706724218784,0.611373467398333,0.5916618981189258
217,0.27581509385335734,0.61779797612574,0.5531024186174384,0.5615906613173736
218,0.12082737672427225,0.5590434709446486,0.49765580660900227,0.5231468511230689
219,-0.021761323034486055,0.5054627582813682,0.4480614384023897,0.48298706946417264
220,-0.07549039830590223,0.45934265398354945,0.4052837350752609,0.44888672059105
221,-0.12921947357731842,0.42126024481749746,0.36867449184623086,0.42749806620583486
222,-0.10235493594161031,0.3904034873435278,0.3366429819626418,0.42262649537741565
223,-0.08168990699106564,0.36491379184689865,0.30714361150787317,0.43459008294798485
224,0.029901249341875647,0.34231126081883967,0.2780552218413734,0.46061353195141524
225,0.10842835935394544,0.3200206149814539,0.24754981994380698,0.4958434523328062
226,0.21382000700172332,0.295741443079524,0.21426208572266672,0.534536960100151
227,0.30061312859401096,0.26749647435083035,0.17713857660591384,0.5711261516920317
228,0.3584752096555361,0.2336787109988196,0.13534128447149826,0.6009902556738071
229,0.44113532545771483,0.1933578076525669,0.08850834689003274,0.62080559714174
230,0.42666980519233355,0.1464188826053009,0.03691096265613014,0.6285000760741989
231,0.4432018283527693,0.09331239793330451,-0.01878654122269301,0.6231099998788976
232,0.4225367994022246,0.03484027333475749,-0.07775312638010944,0.6047693974775495
233,0.41013778203189777,-0.027831449743388262,-0.13897916594425425,0.5747186948058808
234,0.3894727530813531,-0.09314773933378463,-0.20123081971037102,0.5352044354237885
235,0.41013778203189777,-0.15929959928191478,-0.26317054984633653,0.48935458871674475
236,0.4142707878220067,-0.22445218295172803,-0.3235761529749752,0.44104907800444837
237,0.40187177045167993,-0.2869064801380606,-0.38145886803914336,0.39463262747370603
238,0.38740625018629865,-0.3452519849778609,-0.4361278622133966,0.35439620786116544
239,0.39360575887146204,-0.3985172432058833,-0.48723194971080525,0.3239506321283027
240,0.3750072328159718,-0.44620276402160935,-0.5346905379961598,0.3056783833953699
241,0.3440096893901548,-0.4881956918398884,-0.5785374166676939,0.3003912996462487
242,0.3068126372791744,-0.5246080477520668,-0.6187274873206676,0.3072227422207889
243,0.30061312859401096,-0.5556807558884427,-0.6550367883334215,0.3236409185249402
244,0.2530835620077582,-0.5818783803473508,-0.6871714939494706,0.34548997744718635
245,0.2200195156868867,-0.6039909531091759,-0.7149582761551883,0.3674192679466896
246,0.2158865098967778,-0.6229612002126169,-0.7384177765202847,0.38424057952361995
247,0.1621574346253616,-0.6395498759645589,-0.7577784972416362,0.39288156631180254
248,0.05469928408252927,-0.6542042744821187,-0.773582963889491,0.39368299058362916
249,-0.032093837509758395,-0.6670957099711369,-0.78666933828786,0.3900914118663838
250,-0.1168204562069916,-0.6782036141184904,-0.7979383271539101,0.38696051353920174
251,-0.19534756621906138,-0.6874899018778104,-0.8081568857801167,0.38853880633458954
252,-0.2800741849162946,-0.6951385023456078,-0.8179694080767732,0.3971826663325854
253,-0.3048722196569482,-0.7015746823484204,-0.8278841370183372,0.41317627647731986
254,-0.3565347920333099,-0.7072359333394134,-0.8381534068489082,0.43538894063571876
255,-0.383399329669018,-0.7124052160564656,-0.8487706529854036,0.46219628482888736
256,-0.38546583256407246,-0.7171928201130209,-0.8595822564494027,0.492170532328592
257,-0.33791766745176416,-0.7215546243497615,-0.870355796428115,0.5243369450264231
258,-0.3302228372717393,-0.7253307944258425,-0.880805951942334,0.5580926517077581
259,-0.3105048865979981,-0.7283143576794887,-0.890634321553511,0.5930308231787943
260,-0.28157611922042,-0.7303873363812102,-0.8996535725525239,0.628828874874302
261,-0.2462490869092326,-0.7316223498242379,-0.9078850726119115,0.6651911919808153
262,-0.20733642409477776,-0.7321601034494126,-0.9154126173879251,0.7017680102933859
263,-0.16765006259641466,-0.7320082241957384,-0.9221437938547031,0.738030343477719
264,-0.13000267817454386,-0.7310399554782342,-0.9277933153166222,0.7731896502036183
265,-0.09720711190979801,-0.7293587945069523,-0.9322841964582856,0.8062594446862227
266,-0.07207529562153543,-0.73114583768541,-0.9398940672689063,0.8362500844950405
267,-0.0574198637400984,-0.7512534687977388,-0.9662743378425618,0.862045449555331
268,-0.06722438672568436,-0.8103153473075213,-1.0326916933100747,0.8795856291237495
269,-0.12715297068226394,-0.9200525106177461,-1.148866081945968,0.8741461351258368
270,-0.3441357746629831,-1.0774477575008592,-1.3057502099898974,0.815086600955269
271,-0.5735175960140291,-1.269183520800665,-1.4822981925757295,0.6665222967346319
272,-0.8256309492106741,-1.4773428686143246,-1.6562923689664626,0.41224639039589295
273,-1.001283695290304,-1.682752279260032,-1.8115522842782186,0.0748707079466325
274,-1.1521384066292801,-1.8674839033219754,-1.9400346012604572,-0.287186988678635
275,-1.2864610948078206,-2.0176986016276195,-2.040576617555697,-0.602286534867493
276,-1.385653233770435,-2.125989964415449,-2.1163237865335294,-0.8122678399357707
277,-1.5158429161588665,-2.1921246764416296,-2.172324905018051,-0.8892610810113087
278,-1.5902370203808274,-2.2220225195820884,-2.2140083635810672,-0.8379713542707886
279,-1.7038946796088232,-2.2258070807994725,-2.246699293400111,-0.6872664180145994
280,-1.7307592172445312,-2.215692144150041,-2.2756404166805324,-0.47819150613348904
281,-1.7596902577752938,-2.203986944064277,-2.3058026972563694,-0.2537577194046415
282,-1.7886212983060563,-2.2011305669518295,-2.341081360926108,-0.05212741824263735
283,-1.7762222809357295,-2.2132802169996184,-2.382481008634305,0.09738921851520912
284,-1.7844882925159475,-2.240188330594859,-2.426260362972461,0.17650236511631373
285,-1.7183601998742044,-2.276080077945876,-2.4649869688584056,0.17856041923227792
286,-1.685296153553333,-2.313503152575356,-2.491345628867046,0.10695366554314534
287,-1.627434072491808,-2.346718806235825,-2.5011427795121035,-0.028134213832749333
288,-1.553039968269847,-2.373303847280453,-2.4945674814361243,-0.21209374701408235
289,-1.5117099103687577,-2.3940027143493325,-2.475973324871354,-0.42620580892564935
290,-1.4579808350973416,-2.410994556607821,-2.4520240403132783,-0.6476599632341393
291,-1.4104512685110886,-2.4258247210858497,-2.429139421473873,-0.8513679131775351
292,-1.389786239560544,-2.4383914742984296,-2.411695619792682,-1.0137375545236054
293,-1.32779115270891,-2.44735713797578,-2.401662616581094,-1.116890038034676
294,-1.3091926266534197,-2.451255930164234,-2.399224321653739,-1.1516222833101546
295,-1.2451310369067312,-2.4493794562507136,-2.403555833714637,-1.1182934571363514
296,-1.1790029442649883,-2.4418655354288115,-2.4131404277471797,-1.025656558470934
297,-1.1748699384748793,-2.4293776684650545,-2.42594288583524,-0.8881456808354797
298,-1.164537423999607,-2.4131219588054145,-2.4400710755107125,-0.7224908884448307
299,-1.1480054008391711,-2.3947628591049575,-2.4542651784742744,-0.5446712693003977
300,-1.1790029442649883,-2.3759216151497613,-2.4677460699546443,-0.3678944875766785
301,-1.164537423999607,-2.3578447652725667,-2.480029083849835,-0.20171389489061434
302,-1.195534967425424,-2.341324134375191,-2.490846391964794,-0.051987329012028204
303,-1.2058674819006963,-2.326694330204698,-2.500059629263408,0.07867732346289741
304,-1.2079339847957509,-2.3140076583416223,-2.507710357431917,0.19020481171767908
305,-1.1810694471600427,-2.303181095069158,-2.5140129990620075,0.28418957057203303
306,-1.1624709211045525,-2.2890383706262396,-2.513898755450775,0.3630508172487783
307,-1.1128748516232452,-2.2522273529633954,-2.4871068444925606,0.4289395787649565
308,-1.0467467589815023,-2.166884351527916,-2.405594977973991,0.4796584951072921
309,-0.9723526547595415,-2.0240289523363426,-2.256658988032208,0.49883528173509123
310,-0.9144905736980163,-1.8419803198357634,-2.052809767707137,0.4493548693610592
311,-0.833896960790892,-1.6553079499160732,-1.822525026540628,0.28679074720882575
312,-0.7925669028898027,-1.4953958655159956,-1.5954790462371367,-0.009091215662030342
313,-0.6892417581370793,-1.377064371445874,-1.39290999837276,-0.4098380476031192
314,-0.6685767291865347,-1.2968175135388085,-1.2251026418475495,-0.8417049921197796
315,-0.5569855728535933,-1.239609143153774,-1.09322195013614,-1.2140255777835955
316,-0.4681259483662512,-1.1881692247454325,-0.9928346268220903,-1.4530876091358074
317,-0.35446828913825545,-1.1303162353887786,-0.9176306101784557,-1.5236417956040023
318,-0.2594091559657499,-1.0617481224137955,-0.8618233231724214,-1.4319566240085748
319,-0.15401750831797204,-0.9846945865120116,-0.8208094980797616,-1.2147751139788014
320,-0.05275886646030308,-0.9047276908352514,-0.7909318898962401,-0.9226431602334392
321,0.05056627829242033,-0.8278156253699023,-0.769183851252556,-0.604909899878701
322,0.13942590277976247,-0.7585137205292529,-0.7530638719190506,-0.30032894019874234
323,0.2200195156868867,-0.6992675591583571,-0.7404330159995892,-0.03389277216885934
324,0.23510610273234758,-0.6506597185102538,-0.7295442260171842,0.18193503923131712
325,0.23731965797341403,-0.6120243600589401,-0.7191572938163967,0.3443715228590008
326,0.2405944451112071,-0.5818869755001066,-0.7084970641191556,0.4576236795011165
327,0.2443571335825222,-0.5582732992461705,-0.6971346907562529,0.5305281830572949
328,0.24803360755305573,-0.5390858048603239,-0.6849364603089356,0.5741667897085128
329,0.251050371139372,-0.5225063673317889,-0.6720496553160176,0.5995295764689099
330,0.2528339284580358,-0.5072187985770238,-0.6587897135339948,0.615671012139634
331,0.2468840533225948,-0.4923963996075565,-0.6454432223353924,0.6287435594318158
332,0.2820146025385208,-0.4776306674125884,-0.6321855894410995,0.6419651534024585
333,0.3378101807049914,-0.46283953997708566,-0.6191053018347947,0.656262348086571
334,0.4163372907170612,-0.44804290222304965,-0.606141852089273,0.6712051221823878
335,0.46386685730331395,-0.43324385943177857,-0.5931237592454076,0.6858739621764609
336,0.4927978978340765,-0.41856073661653526,-0.5800185076601869,0.6994330011636529
337,0.48039888046374973,-0.40428816955926333,-0.5670461655493434,0.711384457273426
338,0.4700663659884774,-0.39075073734777244,-0.5545336723228654,0.7216244994412814
339,0.44940133703793267,-0.3786745565349422,-0.5433022698026091,0.7303934716152661
340,0.43286931387749694,-0.37016862206553464,-0.5356069077522371,0.7377038284272258
341,0.45766734861815056,-0.36880649123145204,-0.5345464932821385,0.7397788355285008
342,0.428736308087388,-0.37924277333381917,-0.5420012390724376,0.7203568914798023
343,0.32334466043961013,-0.40709952241925407,-0.5574640146740267,0.6451822282588107
344,0.13529289698965352,-0.45711803863678596,-0.5784115705664822,0.4743419918926936
345,-0.0382933461949218,-0.5293594839063607,-0.6015522114631826,0.19017675551873936
346,-0.21601259516960608,-0.6170751320177933,-0.6245497491817781,-0.18168452204567112
347,-0.33793626597781967,-0.7095998422197785,-0.6483583688905913,-0.5762993119610292
348,-0.39373184414429035,-0.7981376742805248,-0.6784576688795885,-0.9154216751370481
