,Actual pupil (z),Predicted pupil (z),Predicted pupil - luminance (z),Predicted pupil - contrast (z)
50,-1.7534907490901304,-1.2089745011066333,-1.0177440815715024,-1.3202748264381907
51,-1.7452247375099126,-1.1776612281628775,-0.9997449238603151,-1.2484979749131437
52,-1.7183601998742044,-1.1334279256224016,-0.973679669235803,-1.1519389972742573
53,-1.681163147763224,-1.0834940608579298,-0.9439290968134582,-1.0456065029055797
54,-1.6687641303928973,-1.033878689493288,-0.9146501580206924,-0.9396566715783738
55,-1.6129685522264265,-0.9874908831111526,-0.887565835838551,-0.8400668647865056
56,-1.588170517485773,-0.9428536330091343,-0.8604068606429237,-0.7493663113224216
57,-1.5509734653747924,-0.8949453083721983,-0.82760362427897,-0.6675295689351077
58,-1.5365079451094112,-0.8384694886705785,-0.7834787468243802,-0.5935932998398502
59,-1.548906962479738,-0.7715924071088875,-0.7258431722401797,-0.5279277301989869
60,-1.5716384943253372,-0.6971572521219604,-0.657074125493567,-0.47354206439411334
61,-1.5778380030105006,-0.6211588395700043,-0.5827996182916169,-0.43460823828041545
62,-1.5861040145907186,-0.5504000265706769,-0.5101350530720552,-0.41284895697463175
63,-1.588170517485773,-0.4904649968499263,-0.44606518289405456,-0.40478895819125005
64,-1.592303523275882,-0.444300184714459,-0.39577134369495487,-0.4022177887565371
65,-1.592303523275882,-0.41178109511333294,-0.3613986206261576,-0.3954899921776874
66,-1.5737049972203916,-0.39075272318938553,-0.34234075897376065,-0.37724101307027674
67,-1.5633724827451194,-0.3789578479816277,-0.3368933012251794,-0.3443163848111486
68,-1.5468404595846836,-0.37512568371528526,-0.3434609246047326,-0.29758734681893434
69,-1.5034438987885397,-0.3785639775685893,-0.3603776823630485,-0.24070601571499955
70,-1.42491678877647,-0.3878691464149722,-0.3847932166372043,-0.17887253747623508
71,-1.3773872221902173,-0.39936110817363074,-0.41118258253008483,-0.11814153911190477
72,-1.3112591295484741,-0.40678494144719396,-0.4311319827115695,-0.06522243669029261
73,-1.2492640426968402,-0.403494712773949,-0.4357899676405484,-0.02723635451753046
74,-1.1666039268946615,-0.3855595380249307,-0.41939784779154116,-0.010930051355272986
75,-1.1128748516232452,-0.3530997930368492,-0.38099518916038655,-0.02138589607097466
76,-1.0694782908271014,-0.309210246963293,-0.3235293321649379,-0.060665647490276184
77,-0.9950841866051405,-0.2582979984992622,-0.25225357815629657,-0.12689900927968897
78,-0.9496211229139423,-0.20544229961524452,-0.1740833934801872,-0.21411408245250116
79,-0.8917590418524172,-0.1560594166746299,-0.09711543384878678,-0.3127981257385088
80,-0.8111654289452929,-0.11424660251843456,-0.028558436359345487,-0.4111186253311569
81,-0.7636358623590401,-0.08082138004844908,0.027832290199915764,-0.496852122780255
82,-0.7305718160381687,-0.053388580916567514,0.07227041655462013,-0.5598873346405336
83,-0.6623772205013712,-0.02872609141015438,0.10693232443381291,-0.594649933524003
84,-0.6169141568101729,-0.0068160509735633685,0.131861464047308,-0.6013470215219403
85,-0.546653058378321,0.004938330616560617,0.14020419908439433,-0.5853849311903877
86,-0.4949904860019593,-0.008793810309888909,0.11722532604129898,-0.5555935175093604
87,-0.43919490783548865,-0.06452500910246384,0.047412827856752375,-0.5229474450902099
88,-0.4123303701997805,-0.1679108996426239,-0.07227769492434634,-0.5007797375736701
89,-0.4412614107305431,-0.3042327155955394,-0.2219294944781696,-0.5051616557464171
90,-0.5590520757486478,-0.44199540757970285,-0.36301434673956023,-0.5532781900007933
91,-0.674776237871698,-0.5504380723616533,-0.45847508414877924,-0.6596697799336421
92,-0.7760348797293669,-0.6153541054792596,-0.4909956934820206,-0.8319988761180358
93,-0.8938255447474717,-0.6403915952512488,-0.46521828511685026,-1.0671431883944211
94,-0.9785521634447049,-0.6383521181700893,-0.39883610514713147,-1.34826803319534
95,-1.024015227135903,-0.6249650861325674,-0.3156932072678269,-1.6456134581525188
96,-1.0570792734567747,-0.616780897087353,-0.2420466376773276,-1.923420363182185
97,-1.0364142445062299,-0.6255232139418188,-0.19802749448005066,-2.1505012436740483
98,-1.0092555608484395,-0.6502241381579638,-0.18719762050572683,-2.308194934387608
99,-1.0025686467904487,-0.676396073572773,-0.19529098765592856,-2.391615706421754
100,-0.9881410261881628,-0.6856140943872777,-0.20146295705720502,-2.4054861654536617
101,-0.9674061081097076,-0.6674197927177506,-0.1921821757487888,-2.3593050673162232
102,-0.941796929652687,-0.6223029533520184,-0.16487634205268417,-2.2655410137621774
103,-0.912747478506038,-0.5570579455504462,-0.12287078623273581,-2.140561009154959
104,-0.8816910397477117,-0.481424573580197,-0.07188157220559653,-2.0049477463292735
105,-0.8500611464360078,-0.4068277130158907,-0.01936605378171476,-1.880533323146646
106,-0.8192913316292261,-0.3440096726903266,0.026937706393364638,-1.7850979582139193
107,-0.7908149217353755,-0.2996597632850639,0.06174503082405564,-1.7279025801002061
108,-0.766066069763624,-0.27551751723919854,0.08290995210997877,-1.7081335908425517
109,-0.7464776888214026,-0.2726804339894981,0.08707783014158729,-1.716211682113769
110,-0.7334835186173007,-0.29822975422708287,0.06311608416080347,-1.7368646899915134
111,-0.7285171748697319,-0.3640750403393382,-0.005662770486492765,-1.7536983971961957
112,-0.7533033478837678,-0.46922645627641796,-0.12060772476506827,-1.7558249544159354
113,-0.8628280013216546,-0.5820889725646932,-0.24666949237056737,-1.745092281820547
114,-0.9744191576545959,-0.6512968749585175,-0.3234259015608577,-1.7398278776112022
115,-1.0922098226727006,-0.6400985867444898,-0.30330804150526725,-1.7723506725052347
116,-1.1810694471600427,-0.5497416681945066,-0.17930507771357745,-1.8795051604106194
117,-1.2554635513820036,-0.4130419655269365,0.01856963404269522,-2.0871371027093972
118,-1.3029931179682563,-0.270047160968548,0.2461684958700457,-2.3939402863994275
119,-1.3091926266534197,-0.14701696278741233,0.4663300572933279,-2.7635432797272648
120,-1.261663060067167,-0.04976009001110638,0.6576005719443273,-3.1307477367858563
121,-1.1810694471600427,0.03115378215636376,0.8128014183378119,-3.4199440944946287
122,-1.0715447937221558,0.11072582949128541,0.933554254931846,-3.5671641605418336
123,-0.9165570765930708,0.201403981025993,1.0251930372907172,-3.536530565545776
124,-0.7905003999947482,0.3091812684751958,1.0938412488997182,-3.326106510613987
125,-0.6334461799706086,0.4335661651726273,1.1453454781427186,-2.9634426669391933
126,-0.4825914686316325,0.5695017040615885,1.1848557252109382,-2.4946528830433867
127,-0.32967025439760184,0.709526608540726,1.2163019026694555,-1.9718725813633136
128,-0.20981308648444266,0.8456429618363226,1.2420565563938721,-1.4429501894502084
129,-0.06515788383062988,0.9707670156936065,1.2630723186554513,-0.9452186879673143
