,parameterName,value
0,n_luminance,5.015256553633067
1,tmax_luminance,0.21484459264782987
2,n_contrast,5.0
3,tmax_contrast,0.41457955810688757
4,weight_contrast,0.19301339893638547
5,regional_weight1,1.0
6,regional_weight2,0.14437526415955787
7,regional_weight3,2.0
8,regional_weight4,0.2365607637382908
9,regional_weight5,0.8905856778735692
10,regional_weight6,0.0009314119803211617
