,timeStamps,Predicted pupil (z),Predicted pupil - luminance (z),Predicted pupil - contrast (z)
162,6.48,0.24887823501468512,0.18347830207164176,0.32250842465258395
163,6.520000000000001,0.2608438171593777,0.18977987461807816,0.34641302946449565
164,6.5600000000000005,0.2710272799834065,0.19559084776257266,0.3652642224856612
165,6.6000000000000005,0.27867210131599657,0.1990758721250406,0.3823404165365726
166,6.640000000000001,0.28262083288027606,0.19782840702566246,0.40131921867642567
167,6.68,0.2810995988474777,0.19135913165313592,0.4171738950491691
168,6.72,0.2769273037696644,0.18263840592305483,0.430583305441527
169,6.76,0.27501867632890836,0.17642169672787594,0.4441421094241066
170,6.8,0.27857680843884297,0.17596922569526566,0.4590049131086404
171,6.84,0.2869855832797439,0.1809465737439745,0.4739740050019513
172,6.88,0.29729759788751836,0.18828369701684777,0.48822051818427287
173,6.92,0.30681626515846167,0.19516094018119834,0.5010223324823911
174,6.96,0.3143763897298498,0.20099489012332725,0.509950886301982
175,7.0,0.32126145403580325,0.20700007023710784,0.5157750015057506
176,7.04,0.32996721021189745,0.21498715347384081,0.5218262886002587
177,7.08,0.3421901156435017,0.22608496090729566,0.5307092429626603
178,7.12,0.35658581797455474,0.23940302568483085,0.5403463940954939
179,7.16,0.3706267855955208,0.2521042860961611,0.5507081509772485
180,7.2,0.38184806130625043,0.26144643057996564,0.5616839462916455
181,7.24,0.38977078213952565,0.2668850122114746,0.5732913096710792
182,7.28,0.39553790625243423,0.26975584841293593,0.5853673265086938
183,7.32,0.4000709879386764,0.27133526628971544,0.5971163987327599
184,7.36,0.4042834775215304,0.27233282523988095,0.609601737718318
185,7.4,0.40868218891478003,0.2733965202409509,0.6225655606067916
186,7.44,0.41331523953803945,0.27477695964853943,0.6353531030203048
187,7.48,0.41801882034712734,0.27618820533323907,0.6483026754134142
188,7.520000000000001,0.44721764905193495,0.2774207988604402,0.753784596260105
189,7.5600000000000005,0.474789162625982,0.2784748830473705,0.8537538242654761
190,7.6000000000000005,0.4761248221342553,0.27919867054757125,0.856354266154959
191,7.640000000000001,0.47676020013651516,0.27920869228585155,0.8587055941990163
192,7.68,0.4764642642770334,0.27818130512511346,0.8610194961741371
193,7.72,0.47540736941462414,0.2761037701314302,0.863977819929571
194,7.76,0.47387552724783333,0.27327723577716123,0.8676502112399872
195,7.8,0.4720771620940444,0.27026373181865215,0.8709455065967363
196,7.84,0.47054867207388673,0.26767872373860396,0.8738253917778966
197,7.88,0.4693625246068806,0.26562785507572867,0.8762097101508688
198,7.92,0.46848070645491857,0.26377540649020237,0.8790748529149579
199,7.96,0.46730100470737335,0.2622875923702394,0.8796065152218316
200,8.0,0.4436289407275097,0.2613672722325639,0.7938270245351254
201,8.040000000000001,0.4075141638736223,0.26484043270381896,0.6467019599273118
202,8.08,0.4090870452242939,0.2991977950821923,0.538080838940732
203,8.120000000000001,0.47275449095167305,0.39749695912094735,0.4493769348978792
204,8.16,0.5854804091897194,0.5456680695628059,0.3785620258012039
205,8.2,0.7002980567420879,0.6916011262205349,0.3230580834826991
206,8.24,0.7840837682687135,0.7989185986024452,0.27980207552854874
207,8.28,0.8323906470380371,0.8631517886285771,0.24699933758975218
208,8.32,0.8553790765314133,0.8962006160267459,0.22311795148442803
209,8.36,0.8642648324995846,0.9112812269497593,0.20619973089377755
210,8.4,0.8665994305566737,0.9173725099955464,0.19465778919755772
211,8.44,0.8666878326668029,0.9192817828938878,0.18862534161094513
212,8.48,0.8658702692458285,0.9192455141209315,0.1856777158722068
213,8.52,0.8654633078631822,0.9186317336814741,0.18619622199544122
214,8.56,0.866702737195103,0.9187581398083104,0.19042675901541178
215,8.6,0.8699864361410113,0.9203362948817055,0.19749079215670579
216,8.64,0.8748324202153916,0.9230181691823365,0.20673941118837047
217,8.68,0.8807258904987596,0.9260458316487417,0.21876688284249976
218,8.72,0.886948834381816,0.9289678576948233,0.23238307338647368
219,8.76,0.8932491891203158,0.9314740776604828,0.2476758266563533
220,8.8,0.8991311395804953,0.9331114398873538,0.2642943956413802
221,8.84,0.9043022842510429,0.9336677994092941,0.28184847363447496
222,8.88,0.9089105155487477,0.9333812717398974,0.3000994197848477
223,8.92,0.9109496461432339,0.9325600483299515,0.3104902023919804
224,8.96,0.9099270921238896,0.9308977118334328,0.31219342099913666
225,9.0,0.9066031443328908,0.9257554005293875,0.31685884456323865
226,9.040000000000003,0.8974546526884566,0.9132798560663087,0.3241073970517116
227,9.08,0.8832699919142373,0.8942876617615669,0.3341761031816033
228,9.120000000000001,0.8691410234562863,0.8754025032396628,0.3440970506731848
229,9.16,0.8595637781784268,0.8622640502057184,0.35194607791133575
230,9.200000000000001,0.8542946539428693,0.8545358037218151,0.3579305477806915
231,9.24,0.8497447448214522,0.8479651117079032,0.3627558984068742
232,9.28,0.8435910217742677,0.8389576310129552,0.36968435994191284
233,9.32,0.8354398111075962,0.8267485757136986,0.37978766216848325
234,9.36,0.8271709644252266,0.813349481167979,0.39341624425715316
235,9.4,0.8207675461629321,0.802004225974895,0.4072001183554729
236,9.44,0.817494379918072,0.7946243751911564,0.4195146027979346
237,9.48,0.8181732901644923,0.7910678877144122,0.4339176823800546
238,9.52,0.8218863669731518,0.7904570781588659,0.4498898276610721
239,9.56,0.8273994803749206,0.791857002522957,0.46591551771476397
240,9.6,0.8334414294491224,0.7940529426959164,0.4812726753511991
241,9.64,0.8392475141896161,0.795897448070892,0.49691602400211254
242,9.68,0.8443062149265129,0.7968062678104946,0.5128732041698758
243,9.72,0.8484739597197671,0.7966735100872974,0.5289583269232464
244,9.76,0.8522000999627085,0.7956055367022489,0.5465033819984402
245,9.8,0.8550412630495352,0.7938105107675227,0.5631504031791734
246,9.84,0.8569983837982214,0.7918107888467041,0.5771617105277111
247,9.88,0.858959979013179,0.7906252666053978,0.5884758127445914
248,9.92,0.8622433833495767,0.7913645420422684,0.5983350055971947
249,9.96,0.8521252234300384,0.7945431860061275,0.5497635204800174
250,10.0,0.8301860266852089,0.7966643532792951,0.46034962605924606
251,10.040000000000003,0.7977816612521912,0.7779685011808309,0.40104737957396885
252,10.08,0.730345660537021,0.7150831634626259,0.35756085885864003
253,10.120000000000001,0.6361220601380023,0.6186324605386908,0.32541827334291407
254,10.16,0.5472642498997129,0.525630738867428,0.3019182469845124
255,10.200000000000001,0.4853274956364911,0.46071540009840545,0.2858384548803306
256,10.24,0.4508894716013827,0.42502547264091595,0.27555029278492144
257,10.28,0.43450628370881983,0.40860660797568527,0.26878960686695236
258,10.32,0.4281948393063882,0.40203694101127074,0.26700005462151727
259,10.36,0.42632023757228427,0.3993805133451544,0.26881896056308074
260,10.4,0.4257574978282478,0.3978099419584699,0.27194209437753714
261,10.44,0.42629876902673564,0.3967282770004929,0.2775791715143786
262,10.48,0.42754140507616256,0.39556310444124504,0.28612700644059635
263,10.52,0.4284725127592641,0.3934501186685937,0.2966649742413458
264,10.56,0.42917090898406224,0.3905504795980971,0.30895169492576363
265,10.6,0.43029416888453387,0.38787401208156774,0.32208913092462654
266,10.64,0.43254810282617767,0.38597886568473055,0.3368658679409669
267,10.68,0.43528480872655184,0.3844396972252717,0.35226797671359306
268,10.72,0.4381847821864623,0.3828206696502978,0.3685490668530086
269,10.76,0.4417615310230027,0.38151444910548526,0.3863275755136108
270,10.8,0.4552530617036093,0.3809917285242998,0.4387070936721197
271,10.84,0.46947002207663907,0.3810258513588715,0.4919531876473928
272,10.88,0.4742747967931155,0.38131823408720794,0.5090121094765081
273,10.92,0.47855678674715924,0.38157300474845957,0.5242342618410964
274,10.96,0.4821491816511293,0.3814298154593561,0.538194723285192
275,11.0,0.4856253727410173,0.3811889197400356,0.5520447306176615
276,11.040000000000003,0.4889923368400782,0.3811934123675498,0.5646668203583861
277,11.08,0.49264072076231397,0.38133096631381386,0.5779016119198083
278,11.120000000000001,0.4965338942832795,0.38183055053455034,0.5908483929817149
279,11.16,0.5009008609672063,0.3827771745189968,0.6040833066944857
280,11.200000000000001,0.5047673930758417,0.38353004087709497,0.6160858220276965
281,11.24,0.5083980090205296,0.3838484053109934,0.62865122426415
282,11.28,0.5123196377730064,0.384468642400502,0.6413026287550055
283,11.32,0.5168410185920131,0.3857074394239099,0.6541431875188061
284,11.36,0.5209128101740441,0.3868048594594816,0.665767581148847
285,11.4,0.5243720460572331,0.3872637448226285,0.6772213477074881
286,11.44,0.5278332080722534,0.38765669704810435,0.6889021206500915
287,11.48,0.5315976396047983,0.38870717346485545,0.699529393250097
288,11.52,0.5356821453056502,0.390430914646572,0.7091137690198269
289,11.56,0.5401664236370842,0.3924146573880227,0.7193319203997589
290,11.6,0.5440063521641411,0.3938268413235272,0.7290368605258075
291,11.64,0.5465737833923306,0.3941261274370099,0.7376754568652324
292,11.68,0.5487986961228325,0.39381037575773087,0.747078620900604
293,11.72,0.551470114741423,0.3932122860263026,0.7590987609505855
294,11.76,0.5538798711712576,0.39232517511380244,0.7711002207710129
295,11.8,0.5552749397169678,0.39157487522242224,0.7788372643952123
296,11.84,0.556693245164099,0.39082325053318817,0.7866659379619365
297,11.88,0.5570461106309078,0.3893027183843817,0.7930587715217446
298,11.92,0.5571367421812338,0.38711370475548645,0.8006956466770809
299,11.96,0.5578332258525318,0.38543023600020043,0.8089212880153052
300,12.0,0.5597725966494091,0.38503695789799597,0.8175111625907518
301,12.040000000000003,0.5621270993258423,0.38542962266036856,0.8250393222274669
302,12.08,0.5642488013086966,0.3859112508630698,0.831397177364784
303,12.120000000000001,0.5663597272923079,0.38663463194093245,0.8369087445428186
304,12.16,0.5689811277264112,0.38784708324493994,0.842706016950707
305,12.200000000000001,0.571350199479935,0.38901551843197807,0.8477029565914476
306,12.24,0.5732946095036953,0.3896182468177444,0.8529917230293407
307,12.280000000000001,0.5752588103826272,0.3901119014956568,0.8587183485626781
308,12.32,0.5772722647838933,0.3911857807033058,0.862695753217682
309,12.36,0.5797523988012006,0.3928224490094127,0.866548760472616
310,12.4,0.5824305139602091,0.39481073017243346,0.8699727980123328
311,12.44,0.5852252447520483,0.396666024012321,0.8742778145011053
312,12.48,0.587132820345768,0.3974795766412687,0.8787255845588365
313,12.52,0.5878751542925681,0.39705867874871215,0.8829147439986734
314,12.56,0.5881060368888169,0.3961559933518788,0.8867902559168709
315,12.6,0.58851758732438,0.39527743937371884,0.8912634217249802
316,12.64,0.5889178725071197,0.3943482444620161,0.8958631093107801
317,12.68,0.5894919578675132,0.39348819575426497,0.9008846254364982
318,12.72,0.590433416452544,0.3931334263717246,0.9056007214815585
319,12.76,0.5980648645188447,0.3933713739084292,0.9334503117115376
320,12.8,0.6053941920400198,0.39370249379088207,0.9598553928771361
321,12.84,0.6057040523413012,0.39393061343529207,0.960257977897242
322,12.88,0.6065881699631067,0.39477417207490806,0.9607644321096015
323,12.92,0.6083712930919546,0.39673290909194964,0.9609278193952167
324,12.96,0.6104591187035768,0.39924046719743633,0.9604054282942056
325,13.0,0.6121843811607967,0.4015514480394431,0.9591775038077559
326,13.040000000000003,0.6132730495422815,0.40298973734042576,0.958469253056038
327,13.08,0.6132158802999973,0.40283610497457467,0.9587667903620157
328,13.120000000000001,0.6115415206198292,0.40111454766911137,0.9582210206828853
329,13.16,0.6092205526493082,0.3988048634918363,0.9572087899687987
330,13.200000000000001,0.6072756805076335,0.3966342265209288,0.9571446510363307
331,13.24,0.6051097641835693,0.3943573149574705,0.9566051261980217
332,13.280000000000001,0.6022986010421659,0.39161014514203213,0.9552113548768018
333,13.32,0.5988984600736121,0.3884626696528865,0.9529413535188631
334,13.36,0.5950391048590721,0.38498915533995265,0.9500346013947985
335,13.4,0.5907855934457994,0.3809535645590584,0.9475220699060704
336,13.44,0.5856282124682214,0.37611010530807015,0.9443099829530468
337,13.48,0.5800880888245366,0.3706008886818213,0.9418805575252966
338,13.52,0.5742301829761086,0.3648254476083239,0.939145830185886
339,13.56,0.568440405545633,0.35936156206534187,0.9356282875410021
340,13.6,0.5643635386312925,0.3553540500370263,0.9336851515516561
341,13.64,0.5625396002789624,0.35403989456223295,0.9312199693008718
342,13.68,0.5626801746600465,0.35519302107541795,0.9279038253517036
343,13.72,0.563200108999169,0.35677496469038666,0.9245821246325995
344,13.76,0.5618825716755584,0.3566083835305704,0.9201923454032971
345,13.8,0.5576033878967785,0.35386948197243434,0.9132611616449342
346,13.84,0.5507312410981602,0.3487741294369142,0.9044527705088428
347,13.88,0.5416392326689488,0.34135789783873605,0.8950489425286454
348,13.92,0.5305056128886944,0.33129383690654973,0.8868085301830068
349,13.96,0.5176991617017762,0.319077110138371,0.879465112589115
350,14.0,0.5052124010374945,0.3063799298678217,0.8749230858038056
351,14.040000000000003,0.49393853886968525,0.2949516515813626,0.8707036995997133
352,14.08,0.48526591144298215,0.2859791202343977,0.868061580088423
353,14.120000000000001,0.4796950323766902,0.2801734800348288,0.8665048003830949
354,14.16,0.4771908833038933,0.27748030114882616,0.8660833605030543
355,14.200000000000001,0.4763880826906489,0.27691914714073096,0.8649407607542888
356,14.24,0.4758390465720632,0.27703243237727804,0.8625024723193421
357,14.280000000000001,0.4743419918910176,0.27635809456146837,0.8591314413730874
358,14.32,0.47136031799644496,0.27376361326681536,0.8565887384689356
359,14.36,0.46619736042792986,0.26879602144929815,0.8537694963858802
360,14.4,0.45945867000796103,0.26205558004759344,0.8509456302407435
361,14.44,0.4523880651162755,0.254752850839189,0.8487502980877082
362,14.48,0.44556030071988956,0.2476208072544096,0.846897455461387
363,14.52,0.43922715691234404,0.2408132583197243,0.84581939977846
364,14.56,0.4330091483309127,0.23453011427809134,0.8434254593176447
365,14.6,0.4269371543812009,0.22885906687058247,0.839539226470133
366,14.64,0.4213267307420734,0.22307323009689042,0.8377680145931151
367,14.68,0.4147989442606485,0.2162359112428475,0.8360586489450033
368,14.72,0.4081949581547949,0.20903672404374643,0.8352695147113004
369,14.76,0.40343186937542774,0.20371323885095802,0.8351373922624727
370,14.8,0.40174889358815047,0.2014801856965022,0.8362642703243184
371,14.84,0.4019446756186188,0.20127274895967934,0.8376905454359789
372,14.88,0.4027647472467074,0.20153991153128972,0.8398779391128901
373,14.92,0.40387245402972966,0.20193627279883528,0.842714237727024
374,14.96,0.40525567323691436,0.20259313670689177,0.8457162617980785
375,15.0,0.4067940353693171,0.20318694856981917,0.8495107498669341
376,15.040000000000003,0.40782560501242454,0.20331039461902894,0.8529710039932046
377,15.08,0.4080145223125907,0.20284403448113478,0.8552345920448297
378,15.120000000000001,0.40783346007316207,0.20175768422543225,0.8581761873286132
379,15.16,0.40701336549917605,0.19985694985900473,0.8614339468460209
380,15.200000000000001,0.4056326327393436,0.19713864431175174,0.8653127271694345
381,15.24,0.4039056814678328,0.19427829751676606,0.868365532953318
382,15.280000000000001,0.4028723986095123,0.1919878156422235,0.8721223014495146
383,15.32,0.40230657982510354,0.19023393377870154,0.8758449137719367
384,15.36,0.40166223449354393,0.18867544093140942,0.878621499443486
385,15.4,0.40095188133862575,0.1870692686828634,0.88130927244914
386,15.44,0.39984260003611666,0.1850783244202267,0.8837823409166969
387,15.48,0.39791813582786295,0.1826078420429555,0.8847942827916249
388,15.52,0.3964376210940184,0.18049612252425606,0.8862766027803464
389,15.56,0.39667485973416183,0.18007797031766512,0.888560859899668
390,15.6,0.39889345781298113,0.18172701675769698,0.891390996390812
391,15.64,0.3947424039502946,0.18443909605705366,0.8667707803208952
392,15.68,0.3856615799607306,0.18858638010020867,0.818863878224815
393,15.72,0.3853328542011966,0.20240750038009522,0.7715596866357443
394,15.76,0.4025376609961201,0.23762942200434786,0.7187272589163715
395,15.8,0.4372792520110247,0.29430656481497136,0.6601973999138906
396,15.84,0.4809525479676423,0.36177288996433943,0.599226540350993
397,15.88,0.5260007711366492,0.43138019464199323,0.5362795308446175
398,15.92,0.5687555869029348,0.4999029702349112,0.46833988207540234
399,15.96,0.6096357336345194,0.5667714592983333,0.39887841619624004
400,16.0,0.6516093867234959,0.6331233021034679,0.3352433095729564
401,16.04,0.696912923716196,0.7000615213857256,0.282151508536354
402,16.080000000000002,0.7422245341955659,0.7652305896053866,0.23498717953942216
403,16.12,0.7817934052042509,0.8231908561363932,0.19029824037247373
404,16.16,0.8129892633015818,0.8707554385796987,0.14883555298031978
405,16.2,0.838671270262089,0.9100821778485775,0.1141374693299288
406,16.240000000000002,0.8634410449383385,0.9453712044705808,0.08947459007473318
