0.0,925.5,567.5,2086.0
0.002,925.0,567.5,2088.0
0.004,925.0,567.5,2087.5
0.006,924.5,567.5,2087.5
0.008,924.5,567.5,2086.5
0.01,924.5,567.0,2086.5
0.012,924.5,567.0,2083.5
0.014,924.5,567.0,2081.0
0.016,924.5,567.0,2081.0
0.018,925.0,567.5,2079.0
0.02,925.0,567.0,2079.0
0.022,925.0,566.5,2080.5
0.024,924.5,566.5,2080.0
0.026,925.0,567.0,2078.0
0.028,925.0,566.0,2077.5
0.03,925.0,566.5,2079.5
0.032,925.0,566.5,2083.0
0.034,925.0,566.0,2085.5
0.036,925.0,566.5,2086.0
0.038,924.5,566.5,2087.5
0.04,924.0,566.5,2089.5
0.042,924.5,565.5,2088.5
0.044,924.5,565.5,2087.0
0.046,924.5,566.5,2089.0
0.048,925.0,566.5,2091.5
0.05,925.0,566.0,2088.5
0.052,925.0,566.0,2085.5
0.054,925.0,566.0,2083.0
0.056,925.5,566.0,2087.5
0.058,925.5,566.0,2090.5
0.06,926.0,566.0,2090.5
0.062,926.0,566.0,2090.0
0.064,926.0,566.0,2088.5
0.066,926.0,565.5,2088.5
0.068,925.5,566.0,2090.5
0.07,926.5,566.0,2089.5
0.072,926.5,565.5,2089.0
0.074,926.0,565.5,2089.5
0.076,926.5,566.0,2090.0
0.078,926.5,566.0,2090.0
0.08,926.5,565.5,2091.0
0.082,926.5,565.5,2092.0
0.084,926.5,565.5,2094.0
0.086,926.5,566.0,2096.5
0.088,926.5,566.0,2096.5
0.09,926.5,565.0,2096.0
0.092,926.0,566.0,2096.5
0.094,926.0,566.0,2097.5
0.096,926.0,566.0,2098.5
0.098,926.0,566.0,2099.0
0.1,926.0,565.5,2099.5
0.102,926.0,565.5,2099.0
0.104,926.0,565.5,2097.5
0.106,925.5,565.5,2098.5
0.108,925.5,565.5,2100.5
0.11,925.5,565.0,2098.5
0.112,925.5,565.5,2092.5
0.114,925.5,565.5,2091.5
0.116,925.5,565.0,2093.0
0.118,925.5,565.0,2092.0
0.12,926.0,565.0,2088.5
0.122,926.0,565.0,2090.5
0.124,926.5,564.5,2093.5
0.126,926.5,564.5,2092.5
0.128,926.5,564.5,2090.0
0.13,926.5,565.0,2092.0
0.132,926.5,565.0,2091.0
0.134,926.5,564.5,2087.0
0.136,926.5,564.5,2088.0
0.138,926.0,565.0,2088.0
0.14,927.0,565.0,2088.5
0.142,927.0,564.5,2090.0
0.144,927.0,564.5,2090.0
0.146,926.5,564.5,2093.5
0.148,926.0,564.5,2099.5
0.15,926.5,564.0,2102.0
0.152,927.0,563.5,2102.5
0.154,926.5,564.0,2102.0
0.156,926.0,564.0,2100.5
0.158,926.0,564.0,2102.5
0.16,926.0,564.0,2104.0
0.162,926.0,563.5,2101.5
0.164,927.0,563.5,2099.0
0.166,926.5,563.5,2100.0
0.168,927.0,563.5,2096.0
0.17,927.0,564.0,2092.0
0.172,927.0,563.5,2092.0
0.174,927.0,564.0,2096.5
0.176,927.0,564.0,2098.0
0.178,927.5,564.5,2098.0
0.18,927.5,564.0,2098.0
0.182,927.0,563.5,2100.0
0.184,927.0,563.5,2099.5
0.186,927.0,563.5,2102.0
0.188,927.0,563.5,2104.5
0.19,926.5,563.5,2101.5
0.192,926.5,564.0,2101.0
0.194,927.0,564.5,2102.0
0.196,927.0,565.0,2101.5
0.198,927.5,565.0,2099.0
0.2,927.5,565.5,2096.5
0.202,928.0,565.5,2096.5
0.204,928.0,565.5,2096.5
0.206,928.0,565.5,2097.0
0.208,928.0,565.5,2099.0
0.21,927.5,565.5,2096.5
0.212,927.0,565.0,2098.0
0.214,927.0,564.5,2099.0
0.216,926.0,564.0,2099.0
0.218,926.0,564.5,2100.0
0.22,926.0,564.0,2103.5
0.222,926.0,563.0,2104.5
0.224,926.0,563.0,2104.0
0.226,926.5,563.0,2100.5
0.228,927.0,563.0,2098.5
0.23,927.5,563.0,2097.0
0.232,927.5,562.5,2098.5
0.234,927.0,562.5,2101.0
0.236,927.0,562.5,2101.0
0.238,926.5,562.0,2103.5
0.24,926.5,562.0,2104.5
0.242,926.5,562.0,2105.0
0.244,926.5,561.5,2107.0
0.246,926.5,561.5,2107.0
0.248,926.0,561.0,2107.0
0.25,925.5,560.5,2112.5
0.252,925.5,560.5,2114.5
0.254,925.0,560.5,2114.0
0.256,925.0,561.0,2117.0
0.258,924.5,561.0,2118.0
0.26,924.5,561.5,2120.0
0.262,925.0,562.0,2116.5
0.264,925.0,562.5,2115.0
0.266,925.0,563.0,2112.0
0.268,925.0,562.5,2111.5
0.27,925.0,563.0,2110.0
0.272,925.0,563.5,2105.5
0.274,925.0,564.0,2104.0
0.276,925.5,564.5,2103.5
0.278,925.5,565.0,2101.5
0.28,925.5,565.5,2100.0
0.282,925.0,565.5,2099.5
0.284,925.0,565.5,2101.5
0.286,925.0,566.0,2099.5
0.288,925.0,565.5,2098.5
0.29,925.5,565.5,2101.0
0.292,925.5,566.5,2101.0
0.294,925.5,567.0,2099.5
0.296,925.5,568.5,2098.0
