,timeStamps,Predicted pupil (z),Predicted pupil - luminance (z),Predicted pupil - contrast (z)
32,1.28,-1.5802190441804311,-0.8282181775737876,-3.171714201122777
33,1.32,-1.5519856060218977,-0.8164687639636012,-3.1048852411411616
34,1.36,-1.5374622738433952,-0.8206485476367589,-3.036429290334794
35,1.4000000000000001,-1.5356500050126043,-0.8403844813185727,-2.9638392444383297
36,1.44,-1.5447761331661856,-0.8737272866771493,-2.886957772761368
37,1.48,-1.5592261448615816,-0.9143208727037001,-2.805893898927389
38,1.52,-1.5729465399786426,-0.954820940085974,-2.722402635141226
39,1.56,-1.582112659248589,-0.9908174903071155,-2.6368254814776866
40,1.6,-1.5858762613371387,-1.0215048915285077,-2.548663418840465
41,1.6400000000000001,-1.5853826111090805,-1.0480488344871433,-2.458330352564112
42,1.68,-1.5814944033895055,-1.0715539208345197,-2.3653829968428357
43,1.72,-1.5743966941625422,-1.0923468849760294,-2.2694269721913063
44,1.76,-1.5640274839999484,-1.1101998371200898,-2.170989153656745
45,1.8,-1.5500654369599534,-1.124598179672856,-2.0705785105910866
46,1.84,-1.5329728160297433,-1.135178665395596,-1.9711412898931873
47,1.8800000000000003,-1.5131827367098447,-1.1419843456373713,-1.8741599846527937
48,1.92,-1.4915398035282086,-1.1449844450327882,-1.7829079847200922
49,1.96,-1.468370461925594,-1.1436254694699353,-1.7004558084555417
50,2.0,-1.4438415826184994,-1.136565303568093,-1.6319036380566563
51,2.04,-1.4150853173343425,-1.1214132697716885,-1.5744539533509547
