,parameterName,value
0,r,0.6382306208865093
1,rmse,0.8506108147836949
2,n_luminance,30.0
3,tmax_luminance,0.146550876898908
4,n_contrast,5.0
5,tmax_contrast,1.5
6,weight_contrast,0.34700391911802553
7,regional_weight1,1.0
8,regional_weight2,0.00010857705875958951
9,regional_weight3,0.2087459840621662
10,regional_weight4,5.369159483975551e-05
11,regional_weight5,6.673837053158431e-06
12,regional_weight6,0.15870146084684483
