,parameterName,value
0,r,0.0859057920008843
1,rmse,1.2720830872192135
2,rf_lum_param1,30.0
3,rf_lum_param2,0.5677315820322903
4,rf_contrast_param1,5.0
5,rf_contrast_param2,0.27343710624123874
6,amplitudeWeightContrast,1.9999999845118674
7,weight1,-0.00033048396220679424
8,weight2,-0.0009226945026594432
