,parameterName,value
0,r,0.444847502586574
1,rmse,1.0374669129857979
2,rf_lum_param1,29.932577611750993
3,rf_lum_param2,0.1
4,rf_contrast_param1,30.0
5,rf_contrast_param2,0.3998586774982572
6,amplitudeWeightContrast,0.00019391855562130885
7,weight1,5.1181195658734084e-05
8,weight2,6.68776731077055e-05
