,parameterName,value
0,r,0.3431539997016022
1,rmse,0.5474862198264272
2,rf_lum_param1,4.558740128661221
3,rf_lum_param2,1.8078942641360323
4,rf_contrast_param1,4.517767923854521
5,rf_contrast_param2,1.9805049402295571
6,amplitudeWeightContrast,0.5618739648614051
7,weight1,0.4439006004772903
8,weight2,1.0523563765177077
9,weight3,0.29187094718980255
10,weight4,1.052018232870216
11,weight5,0.1108762427777974
12,weight6,0.1318690252547837
13,weight7,0.14965132117477592
14,weight8,0.00618750589994263
15,weight9,1.2937669059166161
16,weight10,0.022929804675136986
17,weight11,0.14308880464651474
18,weight12,1.0080289901796846
19,weight13,0.22134770849955893
20,weight14,0.0016964961230934027
21,weight15,0.004662319734798158
22,weight16,0.02954451378777971
23,weight17,1.3508258064937735
24,weight18,0.04674914086588916
25,weight19,0.3584854304034861
26,weight20,0.9046252581424978
27,weight21,1.0108856365537493
28,weight22,0.026704405309098733
29,weight23,0.0014624608225893088
30,weight24,0.09999717343832876
31,weight25,0.5386082940483716
32,weight26,0.04386470458670175
33,weight27,0.0651016052419166
34,weight28,0.12786134231345625
35,weight29,2.1398956009234382
36,weight30,1.9534623410703835
37,weight31,0.18414593817390162
38,weight32,0.10421016238784403
39,weight33,0.3366132027959843
40,weight34,0.02282492673866518
41,weight35,0.9074470312438478
42,weight36,0.6271849437501253
43,weight37,0.046426233575664055
44,weight38,0.02665719116517512
45,weight39,0.3461109151056725
46,weight40,0.036338050707683485
47,weight41,1.1044897241862648
48,weight42,0.13609073670430277
49,weight43,0.018502315724811896
50,weight44,0.05796635985957735
