,parameterName,value
0,r,0.5816861654304285
1,rmse,0.5160054614918919
2,rf_lum_param1,6.873689691850048
3,rf_lum_param2,2.0
4,rf_contrast_param1,8.815744895920155
5,rf_contrast_param2,1.9963887978104533
6,amplitudeWeightContrast,0.3550360133432049
7,weight1,0.002205295416265519
8,weight2,0.03539265829493592
9,weight3,0.005647932066760139
10,weight4,0.0014783273109248971
11,weight5,2.0459256951115634
12,weight6,0.03954350826289667
13,weight7,0.12536135146632893
14,weight8,0.339317702549939
15,weight9,0.04122554699953243
16,weight10,0.016896807162981104
17,weight11,0.006512508693771408
18,weight12,0.06262189578163915
19,weight13,0.5659798082412393
20,weight14,0.9461359778820502
21,weight15,1.0981291854805848
22,weight16,0.033862189816418926
23,weight17,0.038043963602847106
24,weight18,0.03519635843670755
25,weight19,1.2609467928078955
26,weight20,0.019604457561994915
27,weight21,0.4790849650522677
28,weight22,0.218580320531638
29,weight23,0.06365656474705342
30,weight24,0.38258394974834153
31,weight25,0.08325906771781735
32,weight26,0.2245066944420106
33,weight27,0.4649174297215768
34,weight28,0.12736022857732027
35,weight29,0.3509330266304592
36,weight30,0.4804186673146269
37,weight31,0.6179768014155804
38,weight32,0.09925649566640968
39,weight33,0.7448810132730406
40,weight34,0.015522587029299637
41,weight35,0.45203676851795815
42,weight36,0.7417726518788637
43,weight37,1.661267162250411
44,weight38,0.31001349311484294
45,weight39,0.2569989813323181
46,weight40,0.6171177908445951
47,weight41,0.0776025594174832
48,weight42,0.04660813036127742
49,weight43,0.8086319100496144
50,weight44,1.691048298640251
