,parameterName,value
0,r,0.730912586597923
1,rmse,0.2656528967519131
2,rf_lum_param1,14.92063721210475
3,rf_lum_param2,1.9145058366248358
4,rf_contrast_param1,7.704454678342108
5,rf_contrast_param2,1.7652349792868782
6,amplitudeWeightContrast,0.10450509115015608
7,weight1,1.6639867723379245
8,weight2,3.382885349522647
9,weight3,2.8222316096305704
10,weight4,2.8448427484111383
11,weight5,0.17885458173161034
12,weight6,2.09815291972109
13,weight7,0.09511183018621036
14,weight8,0.005435036417639205
15,weight9,0.07978638785337691
16,weight10,0.6087061268721893
17,weight11,1.1440506269167185
18,weight12,0.24225813051428474
19,weight13,1.2221725737560272
20,weight14,1.911466401979878
21,weight15,1.0922560347636185
22,weight16,0.06097207538101562
23,weight17,0.5860638944127616
24,weight18,0.31568761406017737
25,weight19,2.063792021689352
26,weight20,0.3715158832690888
27,weight21,1.1351377988693283
28,weight22,0.26347522611256036
29,weight23,0.0594899917351437
30,weight24,0.026273728211693187
31,weight25,0.190507981967871
32,weight26,0.003963682840784771
33,weight27,2.0886001975858277
34,weight28,0.22056501577830617
35,weight29,0.2561535983975912
36,weight30,4.91324814946204
37,weight31,0.26954447819778804
38,weight32,0.2879557783723739
39,weight33,0.8502729675993894
40,weight34,0.7658034433937592
41,weight35,4.0097173388072225
42,weight36,0.05926874376102646
43,weight37,0.0324012945154297
44,weight38,1.042020559862665
45,weight39,3.297827226214191
46,weight40,0.27557953332268714
47,weight41,0.6240594265715896
48,weight42,0.9280713692303482
49,weight43,3.265688781583732
50,weight44,0.31806269444966795
