,parameterName,value
0,r,0.5757726185677332
1,rmse,0.46235421861741316
2,rf_lum_param1,14.163017042500517
3,rf_lum_param2,1.903061978616079
4,rf_contrast_param1,6.154483168596849
5,rf_contrast_param2,1.786253554406646
6,amplitudeWeightContrast,0.4281601600955597
7,weight1,0.18295447723067515
8,weight2,1.4652346050367817
9,weight3,0.37651882605982223
10,weight4,0.14713383824986648
11,weight5,0.5236961466380137
12,weight6,0.8339606956190773
13,weight7,0.030291483039355777
14,weight8,0.1036797177335231
15,weight9,1.2776676080664764
16,weight10,0.4513810347766179
17,weight11,0.07420892226353809
18,weight12,0.07510777962338236
19,weight13,1.712042606278827
20,weight14,0.026899343723524878
21,weight15,0.0022152253804002594
22,weight16,0.06616287789821863
23,weight17,0.28233120151583846
24,weight18,1e-07
25,weight19,0.3755767644929258
26,weight20,0.15886852024319287
27,weight21,0.6195827091454258
28,weight22,0.00035066840597555715
29,weight23,0.04029801868280239
30,weight24,0.5045595758553059
31,weight25,0.02983861689927253
32,weight26,0.9786904358032431
33,weight27,0.4761229384486606
34,weight28,0.6359112420487114
35,weight29,0.5329836504190112
36,weight30,1.6715301309277613
37,weight31,0.7378872162710759
38,weight32,0.03755998534788382
39,weight33,0.6645095433414823
40,weight34,0.008639734956929039
41,weight35,0.37429799284356613
42,weight36,1.0644238428490238
43,weight37,0.00903086354617725
44,weight38,0.7521553526920575
45,weight39,0.09587850610460513
46,weight40,1.1249000624094894
47,weight41,0.2770730787992137
48,weight42,0.17769793355676688
49,weight43,1.4178689346476858
50,weight44,0.009311399154195679
