,parameterName,value
0,r,0.3854747578603057
1,rmse,0.2699615778363616
2,rf_lum_param1,3.0806640036912363
3,rf_lum_param2,0.6494984999695022
4,rf_contrast_param1,4.526113309547521
5,rf_contrast_param2,0.7073042751206036
6,amplitudeWeightContrast,0.2066294221980402
7,weight1,2.5033757829900436
8,weight2,0.04105361792950142
9,weight3,0.28995765679532204
10,weight4,0.047280169485545906
11,weight5,0.2663907054237101
12,weight6,1.0845400407570271
13,weight7,0.5951026232282552
14,weight8,0.20437824325705983
15,weight9,0.017395420742809337
16,weight10,0.4583167297320181
17,weight11,0.2876042810455805
18,weight12,0.045308144646098586
19,weight13,0.47827519055288836
20,weight14,1.4721013869106883
21,weight15,0.28859294821009485
22,weight16,0.8526952230876248
23,weight17,0.1647363413763542
24,weight18,0.8882871173350693
25,weight19,0.06806892290497818
26,weight20,0.06399591331348659
27,weight21,0.17284627995988194
28,weight22,0.015367101122265074
29,weight23,0.18329200493841957
30,weight24,0.655499779389104
31,weight25,0.14275107316126023
32,weight26,0.1759494964850956
33,weight27,0.5704886453597506
34,weight28,1.1325312468077318
35,weight29,4.732072522739479
36,weight30,1.1816421462679623
37,weight31,0.05432679377582872
38,weight32,0.05791802560811686
39,weight33,0.8016916716342208
40,weight34,1.0608716479110565
41,weight35,4.594156752141915
42,weight36,4.5786522743406035
43,weight37,0.00852319392573344
44,weight38,1.1858841000344666
45,weight39,2.8282854412275134
46,weight40,0.11850746945295892
47,weight41,0.46747564688551346
48,weight42,1.5124945595951185
49,weight43,1.2161149451853142
50,weight44,0.006074326686704324
