,parameterName,value
0,r,0.6274790065582615
1,rmse,0.38315412934072973
2,rf_lum_param1,3.178689962771907
3,rf_lum_param2,1.8856823712642994
4,rf_contrast_param1,3.04513819905511
5,rf_contrast_param2,0.5008107794390071
6,amplitudeWeightContrast,0.05233079969891452
7,weight1,1.5154502395794331
8,weight2,0.09296898711063871
9,weight3,0.2971856791498525
10,weight4,0.37601042351159497
11,weight5,0.6952146215046056
12,weight6,0.6758156016942132
13,weight7,0.12196057355633903
14,weight8,1.0825993125513063
15,weight9,0.24188989472992944
16,weight10,0.03567457879663252
17,weight11,0.19148661268734435
18,weight12,0.19713734507047886
19,weight13,0.2181448102441384
20,weight14,0.7646942537162196
21,weight15,0.4655605499450728
22,weight16,0.055618585488622974
23,weight17,0.7261362682372161
24,weight18,0.026964569204537867
25,weight19,0.032779572985860136
26,weight20,0.220786721712532
27,weight21,0.12024253468702392
28,weight22,0.5590859002756293
29,weight23,0.12278534828851412
30,weight24,0.0742543640931661
31,weight25,0.0404074843248478
32,weight26,0.07847512117212203
33,weight27,0.733279818795602
34,weight28,0.4267353745900332
35,weight29,0.033602059255037287
36,weight30,0.2436291896815846
37,weight31,0.7306867056714528
38,weight32,0.04048553838798012
39,weight33,0.7593792657865066
40,weight34,0.4697024737389187
41,weight35,0.26349508854136294
42,weight36,0.029752967221629498
43,weight37,0.0031502752741033074
44,weight38,0.08925613139875589
45,weight39,0.24625787869163934
46,weight40,0.4835768224204575
47,weight41,0.14303867516956353
48,weight42,0.053323708075380005
49,weight43,0.1132051412788214
50,weight44,0.042906647106022024
