,parameterName,value
0,r,0.5618075535936559
1,rmse,0.44313952535630313
2,rf_lum_param1,3.177898460492697
3,rf_lum_param2,1.5353499015396528
4,rf_contrast_param1,4.860971885279575
5,rf_contrast_param2,1.8440776612656924
6,amplitudeWeightContrast,0.05227856796087646
7,weight1,0.6228954956585944
8,weight2,2.268077927485642
9,weight3,0.6833291667341288
10,weight4,0.26996926224611717
11,weight5,1.3102782626695597
12,weight6,0.1620248729428495
13,weight7,0.010329868514458157
14,weight8,2.570351637521977
15,weight9,1.1985177099870201
16,weight10,0.34330913936929364
17,weight11,0.5697330768109212
18,weight12,0.9709438634198135
19,weight13,4.660938923817621
20,weight14,4.109154793875579
21,weight15,0.3726736014573231
22,weight16,3.104847955579908
23,weight17,0.6754340587598078
24,weight18,0.17250096604595422
25,weight19,0.3129964291831948
26,weight20,2.14879821075524
27,weight21,4.957907438712329
28,weight22,3.1616848902494077
29,weight23,2.0547766406578303
30,weight24,0.09011861932874193
31,weight25,0.03363090528506538
32,weight26,0.36525793713663846
33,weight27,4.883353808924957
34,weight28,0.525573409467692
35,weight29,0.28333575142531897
36,weight30,0.19786195397354667
37,weight31,0.14543447164875467
38,weight32,0.07309938396207755
39,weight33,0.7660166963251307
40,weight34,3.2992622878546918
41,weight35,0.3513432611929672
42,weight36,0.5158958378673018
43,weight37,4.065248115582696
44,weight38,1.6821882271747461
45,weight39,0.5180497228327541
46,weight40,0.20128717190129097
47,weight41,0.1559464827680912
48,weight42,3.708075464022719
49,weight43,0.04616755142723761
50,weight44,0.163506804598835
