,parameterName,value
0,r,0.5155044475414206
1,rmse,0.2807990452717947
2,rf_lum_param1,13.211770676112206
3,rf_lum_param2,1.7687497256687221
4,rf_contrast_param1,14.667091477911832
5,rf_contrast_param2,1.8397489182262743
6,amplitudeWeightContrast,0.05141492286552307
7,weight1,0.3434153938022595
8,weight2,0.024014979909086964
9,weight3,0.01880672397831444
10,weight4,0.1954620928780736
11,weight5,0.09629395837571528
12,weight6,0.826900512113601
13,weight7,0.6562377525622045
14,weight8,2.5846725172852896
15,weight9,0.22864066223208068
16,weight10,0.032550975023414294
17,weight11,0.16735333914211625
18,weight12,0.053533964093097366
19,weight13,0.018741541700140363
20,weight14,0.09890159308524915
21,weight15,0.04920789345830237
22,weight16,0.12970163930944834
23,weight17,0.27116904547276244
24,weight18,0.11817879605613646
25,weight19,0.5649739513305898
26,weight20,0.008723710144786755
27,weight21,0.026297306044486282
28,weight22,1.1614887291671723
29,weight23,0.07125297573010947
30,weight24,0.0029790951381925782
31,weight25,0.12151839061743358
32,weight26,0.12954313365454723
33,weight27,0.04936541778196549
34,weight28,0.5576924605967304
35,weight29,1.500758925121322
36,weight30,0.02931564543989912
37,weight31,0.0446649365048494
38,weight32,0.009926476942702482
39,weight33,0.035451610050727334
40,weight34,0.281450647289201
41,weight35,0.4758007913414892
42,weight36,0.44346829520330977
43,weight37,0.02170342073001494
44,weight38,0.7026227353523802
45,weight39,0.8377537556539081
46,weight40,3.620526912485376
47,weight41,0.1976012267834777
48,weight42,0.031523037672164994
49,weight43,0.24398565140403816
50,weight44,1e-07
