,Actual pupil,Predicted pupil,residue
0,,5.522600750414502,
1,,5.511559103779987,
2,5.8302774,5.499665478902992,0.33061192109700777
3,5.8251,5.4869980485096015,0.33810195149039846
4,5.805517,5.473651554319869,0.33186544568013066
5,5.77383,5.45973446532005,0.3140955346799501
6,5.7314954,5.445365722793566,0.2861296772064339
7,5.6799717,5.43067123835592,0.24930046164408015
8,5.620716,5.415780309042586,0.20493569095741382
9,5.5551863,5.400822103448468,0.15436419655153166
10,5.4848394,5.385922356726609,0.09891704327339124
11,5.4111342,5.371200391290004,0.0399338087099963
12,5.3355274,5.356766555511005,-0.021239155511004526
13,5.2594767,5.342720145816792,-0.08324344581679277
14,5.18444,5.329147849748473,-0.14470784974847284
15,5.1118746,5.316122720316799,-0.20424812031679895
16,5.043238,5.303703666815646,-0.2604656668156462
17,4.9799886,5.2919354253306246,-0.3119468253306241
18,4.923583,5.280848954265527,-0.357265954265527
19,4.8754797,5.270462186654342,-0.3949824866543423
20,4.8380737,5.260781061943032,-0.42270736194303193
21,4.824735,5.251800755399965,-0.4270657553999646
22,4.8356686,5.243507023513567,-0.40783842351356725
23,4.8537,5.235877588834297,-0.3821775888342973
24,4.877735,5.228883497681555,-0.35114849768155487
25,4.906678,5.2224903984649504,-0.31581239846495013
26,4.9394336,5.2166597059220585,-0.27722610592205843
27,4.974906,5.2113496355599445,-0.23644363555994463
28,5.012,5.206516110731027,-0.19451611073102715
29,5.0496206,5.20211355963809,-0.1524929596380904
30,5.0866723,5.198095629003167,-0.1114233290031672
31,5.1223416,5.194415843822012,-0.07207424382201122
32,5.167608,5.191028238478973,-0.023420238478972344
33,5.206515,5.187887974826349,0.018627025173650225
34,5.2396917,5.184951950091579,0.05473974990842123
35,5.267094,5.182179384677342,0.0849146153226581
36,5.2869544,5.179532369903293,0.10742203009670703
37,5.296267,5.176976350524862,0.11929064947513801
38,5.29342,5.1744805172742705,0.11893948272572974
39,5.281963,5.172018090263484,0.10994490973651594
40,5.260521,5.170351741518183,0.09016925848181678
41,5.231552,5.1688889898527925,0.06266301014720721
42,5.199088,5.166827117021536,0.032260882978463634
43,5.1645346,5.164780851231555,-0.0002462512315553056
44,5.1293225,5.162714306002045,-0.0333918060020455
45,5.091945,5.160936798136074,-0.06899179813607415
46,5.057311,5.159387978815846,-0.10207697881584554
47,5.0327277,5.158406953738283,-0.1256792537382836
48,5.016978,5.157222598747524,-0.14024459874752448
49,5.0132775,5.155716985432734,-0.14243948543273355
50,5.0095468,5.153890702059829,-0.14434390205982872
51,5.000377,5.151545481167961,-0.15116848116796078
52,4.9828806,5.148668707800486,-0.16578810780048592
53,4.964336,5.145847604980723,-0.18151160498072283
54,4.9518533,5.143105417171,-0.19125211717100044
55,4.945132,5.140434013816242,-0.19530201381624224
56,4.945817,5.13786080464382,-0.19204380464381998
57,4.9552646,5.1353897848957315,-0.18012518489573193
58,4.973079,5.133102954469416,-0.1600239544694153
59,4.990363,5.130990641160331,-0.14062764116033044
60,5.004668,5.129021501785136,-0.12435350178513627
61,5.01863,5.127271394582568,-0.10864139458256794
62,5.035978,5.12572577356599,-0.08974777356598995
63,5.0548334,5.124412444416474,-0.06957904441647411
64,5.0734963,5.123346057181008,-0.0498497571810077
65,5.0867004,5.122520120419139,-0.0358197204191395
66,5.092112,5.121964219891468,-0.02985221989146769
67,5.1016498,5.121692786947873,-0.020042986947873764
68,5.1124063,5.1217430471918,-0.009336747191800221
69,5.12808,5.122140164077873,0.005939835922126768
70,5.146432,5.122933460878061,0.02349853912193911
71,5.166676,5.124107700818434,0.042568299181565905
72,5.190797,5.125665284662252,0.0651317153377482
73,5.2186856,5.127574052653217,0.09111154734678273
74,5.2497354,5.129777614960073,0.11995778503992671
75,5.2821536,5.132322598406252,0.14983100159374807
76,5.3141,5.135106857065938,0.1789931429340621
77,5.334829,5.13811511584436,0.19671388415564017
78,5.3504205,5.141488736005325,0.20893176399467528
79,5.3603396,5.1452605886338905,0.21507901136610919
80,5.365509,5.14919815924305,0.21631084075695028
81,5.3676214,5.153338583028111,0.2142828169718891
82,5.3685107,5.157617602222723,0.2108930977772765
83,5.368443,5.162040662816648,0.2064023371833521
84,5.371375,5.166561921568791,0.20481307843120877
85,5.3725967,5.171146210988419,0.2014504890115809
86,5.3775187,5.175880903287762,0.20163779671223825
87,5.385581,5.180731094535476,0.20484990546452408
88,5.398346,5.1856285652480585,0.2127174347519416
89,5.4118075,5.190474480515355,0.22133301948464545
90,5.426193,5.1951778322898186,0.23101516771018105
91,5.441752,5.199800016505317,0.24195198349468328
92,5.4614606,5.204324264769039,0.25713633523096036
93,5.4799566,5.208781082475381,0.2711755175246191
94,5.4979444,5.213081692181349,0.2848627078186503
95,5.515335,5.217223537501534,0.29811146249846665
96,5.5306854,5.221251273986689,0.30943412601331133
97,5.5488467,5.22514296995591,0.32370373004409014
98,5.566234,5.229132668228286,0.33710133177171375
99,5.5832815,5.23313263041535,0.3501488695846504
100,5.6002784,5.237010300896394,0.3632680991036059
101,5.6157446,5.240790648864765,0.3749539511352351
102,5.6272345,5.2444643904791075,0.38277010952089263
103,5.633435,5.248076555676949,0.38535844432305133
104,5.63128,5.251630603285762,0.37964939671423803
105,5.6274056,5.25505645036224,0.37234914963776067
106,5.620997,5.258343226627915,0.3626537733720854
107,5.6159463,5.261471153412676,0.3544751465873244
108,5.6152244,5.2645242425083625,0.3507001574916373
109,5.6185074,5.267444772028882,0.3510626279711184
110,5.6250772,5.270248972973529,0.3548282270264709
111,5.637023,5.272991310623313,0.36403168937668706
112,5.6438794,5.275660664315096,0.3682187356849047
113,5.650501,5.278253434173237,0.372247565826763
114,5.6537423,5.280661382940423,0.37308091705957747
115,5.6573462,5.282884142496324,0.3744620575036759
116,5.6684513,5.284848538608782,0.3836027613912183
117,5.6783113,5.286646264348952,0.39166503565104804
118,5.6869483,5.288253016615483,0.39869528338451676
119,5.694419,5.28966635129415,0.40475264870585015
120,5.7007794,5.290835506107023,0.4099438938929767
121,5.7060866,5.29175383999094,0.41433276000906005
122,5.7103972,5.292426950805959,0.4179702491940409
123,5.713767,5.292909141695233,0.42085785830476663
124,5.716253,5.29311983191779,0.42313316808221035
125,5.7179112,5.293042234930616,0.42486896506938354
126,5.7187986,5.292819728411509,0.4259788715884918
127,5.713384,5.292364420601848,0.42101957939815193
128,5.688107,5.291544948026585,0.3965620519734143
129,5.652505,5.290494778942373,0.36201022105762704
130,5.621961,5.289182454638964,0.3327785453610357
131,5.5951886,5.287586305048819,0.30760229495118097
132,5.573155,5.285770047558036,0.2873849524419638
133,5.556283,5.283832763285747,0.2724502367142527
134,5.5432553,5.281719629639499,0.2615356703605016
135,5.5349145,5.27941425851337,0.2555002414866303
