,parameterName,value
0,r,0.613621551987527
1,rmse,0.4690477565795375
2,rf_lum_param1,3.0050437450178826
3,rf_lum_param2,1.603838931153398
4,rf_contrast_param1,3.000995534964968
5,rf_contrast_param2,1.812389759063131
6,amplitudeWeightContrast,0.025135660294015247
7,weight1,0.0034140461863043856
8,weight2,0.06167765272536477
9,weight3,0.12270320955579334
10,weight4,0.9208355291921544
11,weight5,0.05902994370041998
12,weight6,0.029696453500680176
13,weight7,0.05939083726263518
14,weight8,0.053476079923630404
15,weight9,0.017076426105163252
16,weight10,0.04855435837716454
17,weight11,0.015671322023834006
18,weight12,0.006515747862791143
19,weight13,0.037659357909842386
20,weight14,0.15034528611536677
21,weight15,0.009714689032825508
22,weight16,0.4496105383845347
23,weight17,0.024720616600305813
24,weight18,0.002959081467242247
25,weight19,0.08366290533413798
26,weight20,0.2671970949916296
27,weight21,0.1273435926257258
28,weight22,0.04411860505003326
29,weight23,0.008642636288096632
30,weight24,0.0015188271546432647
31,weight25,0.06788503666522858
32,weight26,0.5547349560826017
33,weight27,0.5310779460305073
34,weight28,1.3218420064995189
35,weight29,1.8168781189323275
36,weight30,0.3761617524715707
37,weight31,0.09250512296974836
38,weight32,0.09714317607067056
39,weight33,0.25345335121619106
40,weight34,0.4390076592005674
41,weight35,0.14955485031287535
42,weight36,2.139364475752689
43,weight37,0.012490429543353443
44,weight38,0.027257446574062427
45,weight39,0.5373760925227746
46,weight40,0.48562876619750583
47,weight41,0.6286618148150673
48,weight42,1.6169713171022897
49,weight43,0.06091655853684841
50,weight44,0.4559834291134154
