,parameterName,value
0,r,0.4815623724530593
1,rmse,0.31888701690482446
2,rf_lum_param1,11.304106363662257
3,rf_lum_param2,1.9989279111087273
4,rf_contrast_param1,12.679513740004905
5,rf_contrast_param2,1.994026555687322
6,amplitudeWeightContrast,0.34434100747051755
7,weight1,3.3661238413851327
8,weight2,0.1123672828942695
9,weight3,0.1394218071599164
10,weight4,0.054229977788225955
11,weight5,0.37755781976731506
12,weight6,1.0870821791917167
13,weight7,0.013067317614823229
14,weight8,0.02049309242429756
15,weight9,0.04454707816319987
16,weight10,0.014796243867529951
17,weight11,0.02080685696272666
18,weight12,0.421344951431301
19,weight13,0.18446727231554533
20,weight14,0.12025257919768123
21,weight15,0.031863126069839036
22,weight16,0.03268199051084134
23,weight17,0.27864560635545127
24,weight18,4.993681421162693
25,weight19,0.2935053572595925
26,weight20,0.04201204566355577
27,weight21,1.9058352715278568
28,weight22,1.9352493434593345
29,weight23,0.004407111412274673
30,weight24,0.014622163348146366
31,weight25,0.041765420989065626
32,weight26,0.0160470861085344
33,weight27,0.005420465396637767
34,weight28,0.0583658138898966
35,weight29,0.0057558640397437
36,weight30,0.012366701680038181
37,weight31,0.7260253467281719
38,weight32,0.016758627729364733
39,weight33,3.4817646518645295
40,weight34,0.027943990039936577
41,weight35,0.045480018642305456
42,weight36,0.012170142034929594
43,weight37,0.03568271344103181
44,weight38,0.0770322089031916
45,weight39,0.017390469992189454
46,weight40,0.11083711544106983
47,weight41,0.06319646324741868
48,weight42,0.07326206278673238
49,weight43,0.47523196273206036
50,weight44,0.06704075956105343
