,parameterName,value
0,r,0.46553316298088543
1,rmse,0.5837443549278696
2,rf_lum_param1,14.467256376218842
3,rf_lum_param2,1.9999470098530372
4,rf_contrast_param1,3.4902472120273877
5,rf_contrast_param2,1.9827306600456485
6,amplitudeWeightContrast,0.506056523735283
7,weight1,0.003976730841492067
8,weight2,3.1085587271491057
9,weight3,0.25070405514808747
10,weight4,0.4266704667961182
11,weight5,0.37959245726288904
12,weight6,0.3774377226014616
13,weight7,0.41451414162067834
14,weight8,0.10047512062623065
15,weight9,1.0541736394171566
16,weight10,0.4931815044431518
17,weight11,0.10242366059745378
18,weight12,0.08428030291357952
19,weight13,0.0003886504783234103
20,weight14,0.007398231552837525
21,weight15,1.1427554312409156
22,weight16,0.04866225321316389
23,weight17,0.9080504488723884
24,weight18,0.20408705627178725
25,weight19,0.353004240310131
26,weight20,0.03851518359455308
27,weight21,0.004293668484386504
28,weight22,1.027158470447767
29,weight23,0.10565111892961704
30,weight24,0.09233706013574094
31,weight25,0.08319992483414332
32,weight26,0.06811921212433972
33,weight27,0.3831120975725426
34,weight28,0.8763749134355785
35,weight29,0.9367214126413734
36,weight30,1.3049365897606746
37,weight31,0.08520685581734927
38,weight32,0.017562970592610166
39,weight33,0.1651259570704453
40,weight34,0.03592268144607977
41,weight35,0.5510333727535095
42,weight36,0.5961252967214548
43,weight37,0.027279787066098196
44,weight38,0.11007898789834222
45,weight39,1.56487172527505
46,weight40,3.5304670836320415
47,weight41,0.5365698029077568
48,weight42,1.5104071159735502
49,weight43,0.11998887776560246
50,weight44,0.03282577650585326
