,Actual pupil,Predicted pupil,residue
0,,5.572599345563267,
1,,5.558005140980292,
2,,5.5431526481720965,
3,,5.528085326343518,
4,4.7051425,5.512848108975378,-0.807705608975378
5,4.769661,5.497487191870933,-0.7278261918709328
6,4.8134503,5.48204960331875,-0.6685993033187492
7,4.8210135,5.4665824995462735,-0.6455689995462732
8,4.829724,5.451132066980067,-0.6214080669800675
9,4.847641,5.435742377250086,-0.5881013772500854
10,4.8664703,5.42045443949169,-0.55398413949169
11,4.8559113,5.405305120036736,-0.5493938200367365
12,4.8509784,5.390326116500272,-0.5393477165002718
13,4.826655,5.3755433577953955,-0.5488883577953958
14,4.786003,5.360977103306336,-0.574974103306336
15,4.736858,5.346642419819595,-0.6097844198195954
16,4.6955304,5.332549337286862,-0.6370189372868618
17,4.6629605,5.318702939970034,-0.6557424399700347
18,4.641497,5.3051040936887786,-0.6636070936887783
19,4.632819,5.291750702242932,-0.6589317022429322
20,4.634925,5.278638956607436,-0.6437139566074359
21,4.6450195,5.265764488829431,-0.620744988829431
22,4.6630044,5.253123623180187,-0.5901192231801868
23,4.6831565,5.240714400926664,-0.557557900926664
24,4.7080884,5.2285366824079285,-0.5204482824079282
25,4.732133,5.216591287612996,-0.4844582876129957
26,4.754863,5.204879129640835,-0.4500161296408347
27,4.7590127,5.19340096825651,-0.43438826825650967
28,4.7577696,5.18215758690906,-0.42438798690906054
29,4.7557435,5.1711501265285,-0.41540662652849925
30,4.753066,5.16038044364245,-0.4073144436424503
31,4.7498703,5.149851364693034,-0.3999810646930335
32,4.7462883,5.139566816784307,-0.39327851678430736
33,4.7424526,5.129531797865178,-0.3870791978651784
34,4.7384953,5.119752191911328,-0.3812568919113275
35,4.7345495,5.110234399591683,-0.3756848995916826
36,4.7307467,5.100984732754867,-0.3702380327548669
37,4.72722,5.092008578845756,-0.3647885788457561
38,4.7241015,5.083309602177449,-0.35920810217744936
39,4.721524,5.074889181838812,-0.3533651818388126
40,4.719619,5.066745961974294,-0.34712696197429427
41,4.718519,5.058875481074888,-0.34035648107488825
42,4.7243705,5.080776805095581,-0.3564063050955806
43,4.7398353,5.102706263263062,-0.36287096326306223
44,4.7545342,5.1034054861688105,-0.34887128616881036
45,4.766125,5.102116813364955,-0.33599181336495487
