,0,1,2,3
265,530.0,419.0,388.0,4702.0
266,532.0,419.0,389.0,4695.0
267,534.0,419.0,390.0,4685.0
268,536.0,419.0,390.0,4676.0
269,538.0,419.0,390.0,4667.0
270,540.0,419.0,390.0,4656.0
271,542.0,419.0,389.0,4647.0
272,544.0,419.0,388.0,4634.0
273,546.0,420.0,388.0,4626.0
274,548.0,420.0,388.0,4614.0
275,550.0,420.0,389.0,4603.0
276,552.0,420.0,389.0,4591.0
277,554.0,420.0,389.0,4576.0
278,556.0,419.0,389.0,4567.0
279,558.0,419.0,389.0,4556.0
280,560.0,419.0,390.0,4550.0
281,562.0,419.0,390.0,4542.0
282,564.0,419.0,391.0,4530.0
283,566.0,420.0,390.0,4520.0
284,568.0,419.0,390.0,4508.0
285,570.0,419.0,389.0,4497.0
286,572.0,420.0,389.0,4486.0
287,574.0,420.0,389.0,4475.0
288,576.0,420.0,389.0,4467.0
289,578.0,420.0,389.0,4458.0
290,580.0,420.0,390.0,4452.0
291,582.0,421.0,390.0,4445.0
292,584.0,421.0,389.0,4438.0
293,586.0,421.0,389.0,4429.0
294,588.0,421.0,389.0,4420.0
295,590.0,422.0,390.0,4412.0
296,592.0,421.0,390.0,4409.0
297,594.0,421.0,390.0,4402.0
298,596.0,422.0,390.0,4391.0
299,598.0,422.0,390.0,4380.0
300,600.0,423.0,391.0,4369.0
301,602.0,423.0,391.0,4363.0
302,604.0,424.0,391.0,4358.0
303,606.0,424.0,391.0,4358.0
304,608.0,424.0,391.0,4352.0
305,610.0,424.0,391.0,4340.0
306,612.0,425.0,391.0,4326.0
307,614.0,425.0,391.0,4318.0
308,616.0,425.0,391.0,4314.0
309,618.0,425.0,391.0,4306.0
310,620.0,425.0,391.0,4298.0
311,622.0,425.0,390.0,4285.0
312,624.0,425.0,390.0,4280.0
313,626.0,425.0,390.0,4274.0
314,628.0,426.0,390.0,4270.0
315,630.0,430.0,390.0,4264.0
316,632.0,439.0,389.0,4258.0
317,634.0,451.0,388.0,4253.0
318,636.0,466.0,385.0,4249.0
319,638.0,485.0,381.0,4250.0
320,640.0,506.0,377.0,4255.0
321,642.0,531.0,372.0,4262.0
322,644.0,556.0,367.0,4265.0
323,646.0,581.0,361.0,4266.0
324,648.0,608.0,357.0,4264.0
325,650.0,634.0,351.0,4258.0
326,652.0,660.0,346.0,4251.0
327,654.0,685.0,341.0,4240.0
328,656.0,710.0,337.0,4232.0
329,658.0,734.0,332.0,4225.0
330,660.0,757.0,328.0,4222.0
331,662.0,780.0,323.0,4215.0
332,664.0,800.0,319.0,4209.0
333,666.0,820.0,313.0,4205.0
334,668.0,839.0,307.0,4205.0
335,670.0,857.0,302.0,4203.0
336,672.0,870.0,299.0,4198.0
337,674.0,882.0,296.0,4192.0
338,676.0,892.0,293.0,4183.0
339,678.0,901.0,291.0,4177.0
340,680.0,907.0,289.0,4172.0
341,682.0,911.0,289.0,4167.0
342,684.0,912.0,288.0,4163.0
343,686.0,913.0,288.0,4160.0
344,688.0,913.0,288.0,4162.0
345,690.0,913.0,288.0,4164.0
346,692.0,912.0,289.0,4160.0
347,694.0,912.0,289.0,4156.0
348,696.0,912.0,289.0,4150.0
349,698.0,912.0,290.0,4142.0
350,700.0,912.0,290.0,4136.0
351,702.0,912.0,290.0,4124.0
352,704.0,911.0,290.0,4115.0
353,706.0,911.0,290.0,4106.0
354,708.0,911.0,290.0,4103.0
355,710.0,911.0,290.0,4100.0
356,712.0,911.0,289.0,4093.0
357,714.0,911.0,289.0,4084.0
358,716.0,911.0,290.0,4077.0
359,718.0,911.0,290.0,4073.0
360,720.0,910.0,291.0,4074.0
361,722.0,910.0,291.0,4074.0
362,724.0,910.0,291.0,4074.0
363,726.0,910.0,291.0,4066.0
364,728.0,910.0,291.0,4059.0
365,730.0,909.0,292.0,4051.0
366,732.0,909.0,293.0,4044.0
367,734.0,908.0,293.0,4038.0
368,736.0,907.0,294.0,4034.0
369,738.0,907.0,293.0,4031.0
370,740.0,906.0,292.0,4028.0
371,742.0,905.0,291.0,4025.0
372,744.0,904.0,291.0,4024.0
373,746.0,904.0,291.0,4018.0
374,748.0,903.0,291.0,4012.0
375,750.0,903.0,292.0,4007.0
376,752.0,902.0,292.0,4006.0
377,754.0,901.0,292.0,3999.0
378,756.0,901.0,292.0,3992.0
379,758.0,900.0,293.0,3986.0
380,760.0,899.0,293.0,3987.0
381,762.0,898.0,293.0,3990.0
382,764.0,897.0,294.0,3992.0
383,766.0,896.0,294.0,3990.0
384,768.0,896.0,294.0,3984.0
385,770.0,896.0,294.0,3979.0
386,772.0,895.0,294.0,3974.0
387,774.0,894.0,294.0,3974.0
388,776.0,893.0,295.0,3974.0
389,778.0,893.0,295.0,3970.0
390,780.0,893.0,295.0,3966.0
391,782.0,892.0,295.0,3962.0
392,784.0,891.0,296.0,3962.0
393,786.0,890.0,297.0,3962.0
394,788.0,890.0,297.0,3959.0
395,790.0,889.0,297.0,3956.0
396,792.0,888.0,296.0,3952.0
397,794.0,888.0,296.0,3951.0
398,796.0,888.0,296.0,3950.0
399,798.0,888.0,296.0,3948.0
400,800.0,887.0,296.0,3946.0
401,802.0,887.0,296.0,3942.0
402,804.0,886.0,296.0,3938.0
403,806.0,886.0,296.0,3935.0
404,808.0,886.0,296.0,3934.0
405,810.0,885.0,297.0,3934.0
406,812.0,885.0,297.0,3934.0
407,814.0,885.0,298.0,3932.0
408,816.0,885.0,298.0,3930.0
409,818.0,885.0,298.0,3928.0
410,820.0,884.0,298.0,3929.0
411,822.0,883.0,298.0,3926.0
412,824.0,883.0,299.0,3924.0
413,826.0,883.0,299.0,3922.0
414,828.0,883.0,299.0,3919.0
415,830.0,883.0,300.0,3915.0
416,832.0,882.0,300.0,3912.0
417,834.0,880.0,300.0,3915.0
418,836.0,879.0,299.0,3918.0
419,838.0,879.0,299.0,3918.0
420,840.0,879.0,299.0,3919.0
421,842.0,879.0,299.0,3918.0
422,844.0,879.0,299.0,3915.0
423,846.0,879.0,299.0,3913.0
424,848.0,878.0,300.0,3912.0
425,850.0,877.0,301.0,3913.0
426,852.0,876.0,301.0,3914.0
427,854.0,876.0,301.0,3912.0
428,856.0,876.0,302.0,3910.0
429,858.0,876.0,302.0,3907.0
430,860.0,875.0,301.0,3905.0
431,862.0,874.0,301.0,3904.0
432,864.0,873.0,301.0,3904.0
433,866.0,873.0,302.0,3902.0
434,868.0,873.0,301.0,3900.0
435,870.0,872.0,300.0,3897.0
436,872.0,871.0,300.0,3895.0
437,874.0,871.0,300.0,3892.0
438,876.0,871.0,300.0,3890.0
439,878.0,871.0,301.0,3887.0
440,880.0,870.0,302.0,3886.0
441,882.0,870.0,303.0,3886.0
442,884.0,869.0,303.0,3886.0
443,886.0,869.0,303.0,3886.0
444,888.0,869.0,304.0,3887.0
445,890.0,868.0,304.0,3887.0
446,892.0,868.0,304.0,3888.0
447,894.0,868.0,304.0,3888.0
448,896.0,868.0,304.0,3886.0
449,898.0,868.0,305.0,3884.0
450,900.0,867.0,306.0,3882.0
451,902.0,867.0,306.0,3884.0
452,904.0,867.0,305.0,3886.0
453,906.0,866.0,303.0,3888.0
454,908.0,866.0,302.0,3887.0
455,910.0,866.0,302.0,3884.0
456,912.0,866.0,303.0,3883.0
457,914.0,866.0,303.0,3881.0
458,916.0,865.0,304.0,3881.0
459,918.0,865.0,305.0,3879.0
460,920.0,865.0,305.0,3876.0
461,922.0,865.0,306.0,3874.0
462,924.0,864.0,306.0,3875.0
463,926.0,864.0,306.0,3874.0
464,928.0,863.0,307.0,3873.0
465,930.0,863.0,307.0,3872.0
466,932.0,863.0,307.0,3872.0
467,934.0,863.0,307.0,3875.0
468,936.0,863.0,307.0,3879.0
469,938.0,863.0,307.0,3877.0
470,940.0,862.0,307.0,3872.0
471,942.0,862.0,307.0,3866.0
472,944.0,862.0,307.0,3868.0
473,946.0,862.0,308.0,3868.0
474,948.0,862.0,309.0,3869.0
475,950.0,862.0,309.0,3869.0
476,952.0,862.0,309.0,3868.0
477,954.0,863.0,308.0,3866.0
478,956.0,863.0,308.0,3866.0
479,958.0,862.0,309.0,3866.0
480,960.0,861.0,309.0,3865.0
481,962.0,861.0,310.0,3863.0
482,964.0,861.0,310.0,3865.0
483,966.0,861.0,310.0,3869.0
484,968.0,861.0,310.0,3871.0
485,970.0,860.0,312.0,3870.0
486,972.0,859.0,313.0,3868.0
487,974.0,858.0,314.0,3865.0
488,976.0,858.0,314.0,3861.0
489,978.0,859.0,314.0,3858.0
490,980.0,859.0,314.0,3860.0
491,982.0,859.0,314.0,3861.0
492,984.0,858.0,315.0,3863.0
493,986.0,858.0,315.0,3863.0
494,988.0,857.0,315.0,3863.0
495,990.0,856.0,315.0,3863.0
496,992.0,855.0,315.0,3862.0
497,994.0,855.0,315.0,3860.0
498,996.0,856.0,314.0,3858.0
499,998.0,856.0,314.0,3854.0
500,1000.0,856.0,314.0,3852.0
501,1002.0,856.0,315.0,3853.0
502,1003.99994,855.0,315.0,3856.0
503,1006.00006,855.0,314.0,3858.0
504,1008.0,854.0,314.0,3857.0
505,1010.0,854.0,315.0,3857.0
506,1011.99994,853.0,316.0,3857.0
507,1014.00006,853.0,316.0,3857.0
508,1016.00006,852.0,316.0,3855.0
509,1018.0,852.0,317.0,3854.0
510,1020.0,851.0,318.0,3854.0
511,1021.99994,851.0,318.0,3856.0
512,1024.0,851.0,318.0,3855.0
513,1026.0,851.0,317.0,3853.0
514,1028.0,851.0,317.0,3851.0
515,1030.0,852.0,317.0,3850.0
516,1032.0,852.0,317.0,3850.0
517,1034.0,851.0,318.0,3849.0
518,1036.0,850.0,319.0,3851.0
519,1038.0,849.0,319.0,3851.0
520,1040.0,849.0,319.0,3849.0
521,1042.0,849.0,319.0,3844.0
522,1044.0,849.0,320.0,3844.0
523,1046.0,849.0,320.0,3846.0
524,1048.0,849.0,321.0,3849.0
525,1050.0,848.0,321.0,3849.0
526,1052.0,848.0,321.0,3850.0
527,1054.0,848.0,320.0,3849.0
528,1056.0,848.0,320.0,3848.0
529,1058.0,847.0,320.0,3848.0
530,1060.0,847.0,320.0,3848.0
531,1062.0,845.0,321.0,3852.0
532,1064.0,845.0,321.0,3856.0
533,1066.0,845.0,321.0,3860.0
534,1068.0,845.0,321.0,3861.0
535,1070.0,845.0,321.0,3859.0
536,1072.0,845.0,321.0,3853.0
537,1074.0,845.0,322.0,3847.0
538,1076.0,844.0,321.0,3844.0
539,1078.0,844.0,322.0,3844.0
540,1080.0,844.0,321.0,3846.0
541,1082.0,843.0,321.0,3849.0
542,1084.0,843.0,321.0,3851.0
543,1086.0,843.0,322.0,3850.0
544,1088.0,843.0,322.0,3848.0
545,1090.0,843.0,323.0,3847.0
546,1092.0,843.0,323.0,3848.0
547,1094.0,842.0,322.0,3850.0
548,1096.0,842.0,322.0,3851.0
549,1098.0,841.0,321.0,3850.0
550,1100.0,841.0,321.0,3848.0
551,1102.0,841.0,322.0,3848.0
552,1104.0,841.0,323.0,3850.0
553,1106.0,841.0,324.0,3852.0
554,1108.0,841.0,324.0,3854.0
555,1110.0,841.0,324.0,3856.0
556,1112.0,841.0,324.0,3859.0
557,1114.0,841.0,323.0,3861.0
558,1116.0,840.0,323.0,3858.0
559,1118.0,840.0,324.0,3856.0
560,1120.0,840.0,324.0,3854.0
561,1122.0,839.0,323.0,3855.0
562,1124.0,839.0,324.0,3855.0
563,1126.0,838.0,324.0,3855.0
564,1128.0,838.0,324.0,3855.0
565,1130.0,839.0,324.0,3855.0
566,1132.0,838.0,324.0,3855.0
567,1134.0,838.0,325.0,3855.0
568,1136.0,838.0,325.0,3857.0
569,1138.0,837.0,324.0,3860.0
570,1140.0,836.0,324.0,3862.0
571,1142.0,836.0,324.0,3861.0
572,1144.0,836.0,324.0,3859.0
573,1146.0,836.0,324.0,3858.0
574,1148.0,836.0,324.0,3858.0
575,1150.0,835.0,324.0,3858.0
576,1152.0,835.0,324.0,3859.0
577,1154.0,835.0,324.0,3859.0
578,1156.0,834.0,324.0,3860.0
579,1158.0,834.0,324.0,3862.0
580,1160.0,833.0,325.0,3866.0
581,1162.0,832.0,325.0,3869.0
582,1164.0,832.0,325.0,3872.0
583,1166.0,832.0,325.0,3872.0
584,1168.0,833.0,325.0,3873.0
585,1170.0,834.0,326.0,3873.0
586,1172.0,837.0,327.0,3873.0
587,1174.0,842.0,330.0,3873.0
588,1176.0,853.0,335.0,3876.0
589,1178.0,866.0,343.0,3878.0
590,1180.0,879.0,354.0,3879.0
591,1182.0,891.0,365.0,3889.0
592,1184.0,905.0,379.0,3899.0
593,1186.0,920.0,396.0,3914.0
594,1188.0,933.0,413.0,3917.0
595,1190.0,945.0,428.0,3921.0
596,1192.0,955.0,441.0,3924.0
597,1194.0,967.0,454.0,3928.0
598,1196.0,978.0,466.0,3931.0
599,1198.0,989.0,478.0,3932.0
600,1200.0,998.0,489.0,3932.0
601,1202.0,1004.0,500.0,3933.0
602,1204.0,1007.0,510.0,3935.0
603,1206.0,1009.0,520.0,3936.0
604,1208.0,1011.0,531.0,3943.0
605,1210.0,1012.0,537.0,3948.0
606,1212.0,1013.0,540.0,3952.0
607,1214.0,1012.0,539.0,3950.0
608,1216.0,1011.0,539.0,3948.0
609,1218.0,1009.0,539.0,3946.0
610,1220.0,1008.0,536.0,3950.0
611,1222.0,1006.0,535.0,3955.0
612,1224.0,1004.0,534.0,3958.0
613,1226.0,1004.0,535.0,3951.0
614,1228.0,1004.0,536.0,3944.0
615,1230.0,1004.0,537.0,3939.0
616,1232.0,1004.0,539.0,3938.0
617,1234.0,1003.0,542.0,3937.0
618,1236.0,1002.0,544.0,3936.0
619,1238.0,1003.0,545.0,3935.0
620,1240.0,1003.0,544.0,3933.0
621,1242.0,1002.0,544.0,3940.0
622,1244.0,1001.0,544.0,3949.0
623,1246.0,1000.0,544.0,3956.0
624,1248.0,999.0,544.0,3956.0
625,1250.0,998.0,544.0,3954.0
626,1252.0,998.0,542.0,3953.0
627,1254.0,998.0,540.0,3950.0
628,1256.0,998.0,539.0,3949.0
629,1258.0,998.0,539.0,3948.0
630,1260.0,998.0,539.0,3950.0
631,1262.0,998.0,539.0,3952.0
632,1264.0,998.0,538.0,3954.0
633,1266.0,997.0,538.0,3955.0
634,1268.0,997.0,539.0,3955.0
635,1270.0,996.0,539.0,3955.0
636,1272.0,996.0,539.0,3955.0
637,1274.0,996.0,539.0,3956.0
638,1276.0,995.0,539.0,3956.0
639,1278.0,995.0,539.0,3956.0
640,1280.0,995.0,540.0,3957.0
641,1282.0,995.0,541.0,3962.0
642,1284.0,995.0,540.0,3967.0
643,1286.0,994.0,540.0,3972.0
644,1288.0,993.0,539.0,3973.0
645,1290.0,993.0,539.0,3974.0
646,1292.0,993.0,539.0,3976.0
647,1294.0,993.0,538.0,3978.0
648,1296.0,992.0,539.0,3979.0
649,1298.0,992.0,540.0,3980.0
650,1300.0,991.0,541.0,3978.0
651,1302.0,991.0,541.0,3976.0
652,1304.0,991.0,541.0,3975.0
653,1306.0,990.0,541.0,3976.0
654,1308.0,990.0,540.0,3976.0
655,1310.0,989.0,540.0,3975.0
656,1312.0,988.0,539.0,3976.0
657,1314.0,988.0,538.0,3979.0
658,1316.0,988.0,538.0,3982.0
659,1318.0,988.0,537.0,3985.0
660,1320.0,987.0,538.0,3986.0
661,1322.0,986.0,539.0,3987.0
662,1324.0,985.0,539.0,3989.0
663,1326.0,985.0,539.0,3992.0
664,1328.0,985.0,539.0,3993.0
665,1330.0,986.0,539.0,3993.0
666,1332.0,985.0,539.0,3992.0
667,1334.0,984.0,538.0,3992.0
668,1336.0,984.0,538.0,3992.0
669,1338.0,983.0,539.0,3992.0
670,1340.0,982.0,540.0,3995.0
671,1342.0,982.0,540.0,4001.0
672,1344.0,982.0,540.0,4008.0
673,1346.0,982.0,540.0,4011.0
674,1348.0,982.0,539.0,4010.0
675,1350.0,981.0,539.0,4010.0
676,1352.0,979.0,539.0,4013.0
677,1354.0,978.0,540.0,4016.0
678,1356.0,978.0,540.0,4019.0
679,1358.0,978.0,540.0,4019.0
680,1360.0,977.0,541.0,4019.0
681,1362.0,977.0,541.0,4019.0
682,1364.0,977.0,541.0,4024.0
683,1366.0,977.0,541.0,4029.0
684,1368.0,977.0,542.0,4034.0
685,1370.0,977.0,542.0,4034.0
686,1372.0,976.0,542.0,4033.0
687,1374.0,975.0,541.0,4032.0
688,1376.0,975.0,541.0,4032.0
689,1378.0,974.0,540.0,4033.0
690,1380.0,973.0,540.0,4034.0
691,1382.0,973.0,539.0,4038.0
692,1384.0,973.0,539.0,4043.0
693,1386.0,973.0,539.0,4047.0
694,1388.0,973.0,538.0,4046.0
695,1390.0,973.0,536.0,4046.0
696,1392.0,974.0,536.0,4046.0
697,1394.0,974.0,536.0,4047.0
698,1396.0,973.0,536.0,4051.0
699,1398.0,972.0,536.0,4056.0
700,1400.0,970.0,536.0,4057.0
701,1402.0,970.0,535.0,4054.0
702,1404.0,970.0,534.0,4051.0
703,1406.0,971.0,533.0,4052.0
704,1408.0,971.0,534.0,4053.0
705,1410.0,971.0,534.0,4053.0
706,1412.0,971.0,534.0,4057.0
707,1414.0,971.0,534.0,4062.0
708,1416.0,970.0,534.0,4068.0
709,1418.0,969.0,534.0,4069.0
710,1420.0,969.0,535.0,4071.0
711,1422.0,968.0,535.0,4074.0
712,1424.0,969.0,535.0,4075.0
713,1426.0,969.0,535.0,4075.0
714,1428.0,969.0,536.0,4076.0
715,1430.0,969.0,536.0,4076.0
716,1432.0,968.0,536.0,4078.0
717,1434.0,967.0,536.0,4081.0
718,1436.0,967.0,536.0,4085.0
719,1438.0,966.0,537.0,4087.0
720,1440.0,966.0,536.0,4088.0
