,timeStamps,Actual pupil (z),Predicted pupil (z),Predicted pupil - luminance (z),Predicted pupil - contrast (z)
0,0.0,0.7395232794415675,1.599450945021164,1.7552884216349034,0.9999242067545435
1,0.016,0.7878694668677722,1.599450945021164,1.7552884216349034,0.9999242067545435
2,0.032,0.513907738119279,1.599450945021164,1.7552884216349034,0.9999242067545435
3,0.05,0.3957281688552231,1.599450945021164,1.7552884216349034,0.9999242067545435
4,0.066,0.32589478701737196,1.599450945021164,1.7552884216349034,0.9999242067545435
5,0.082,0.21845881495913932,1.599450945021164,1.7552884216349034,0.9999242067545435
6,0.1,0.15399723172419974,1.599450945021164,1.7552884216349034,0.9999242067545435
7,0.116,0.10027924569508344,1.599450945021164,1.7552884216349034,0.9999242067545435
8,0.132,0.046561259665967136,1.599450945021164,1.7552884216349034,0.9999242067545435
9,0.15,0.01433046804849735,1.599450945021164,1.7552884216349034,0.9999242067545435
10,0.166,-0.028643920774795696,1.599450945021164,1.7552884216349034,0.9999242067545435
11,0.182,-0.06087471239226548,1.599450945021164,1.7552884216349034,0.9999242067545435
12,0.2,-0.082361906803912,1.599450945021164,1.7552884216349034,0.9999242067545435
13,0.216,-0.0984773026126469,1.217025850454465,0.8776462838582664,0.9999241898409893
14,0.232,-0.11459269842138178,0.8055914414056787,-0.0665694015112258,0.999923623487998
15,0.25,-0.12533629562720505,0.7767000236178879,-0.13286521426570275,0.9999193313440908
16,0.266,-0.13070809423011667,0.7755798585685834,-0.13540281219025183,0.9999020448494151
17,0.282,-0.14145169143593994,0.7737866237943324,-0.13942497755016392,0.9998533898342553
18,0.3,-0.13047066073186775,0.7725447873503328,-0.14206552846565626,0.999744077484261
19,0.316,-0.1253072879147493,0.7716436194865279,-0.14372976850393043,0.9995332263819183
20,0.332,-0.11492789865420361,0.769454299741713,-0.14805570197094456,0.9991686104968032
21,0.35,-0.09954951361378762,0.7669552475550753,-0.15267798772003555,0.9985876203077586
22,0.366,-0.08484367775845712,0.7646639768393523,-0.15627197008834776,0.9977187376627933
23,0.382,-0.07128310936526693,0.7617060907731895,-0.16069375953745327,0.9964833529084918
24,0.4,-0.059930887377733874,0.7577774666582984,-0.16648100306595995,0.9947977823722226
25,0.416,-0.05556254075384586,0.7524140300529598,-0.17453272921204668,0.9925753677433652
26,0.432,-0.07161830959808874,0.7467522947734366,-0.1820730091268246,0.9897285604136562
27,0.45,-0.08773370540682364,0.740846296240427,-0.18881224978040495,0.9861709155073488
28,0.466,-0.12533629562720505,0.7335039835501664,-0.19732621004031076,0.9818189430449967
29,0.482,-0.15756708724467483,0.7235079468494524,-0.2102577086802709,0.976593779868502
30,0.5,-0.22740046908252604,0.7166886648955085,-0.2140867594327985,0.9704226540102207
31,0.516,-0.24351586489126092,0.7196920509433808,-0.1934360493724558,0.9632401260956486
