0.0,987.6,485.1,3358.0
0.01,986.9,481.8,3367.0
0.02,987.2,484.5,3367.0
0.03,987.7,481.3,3357.0
0.04,986.3,480.0,3369.0
0.05,987.4,479.4,3379.0
0.06,986.9,478.5,3387.0
0.07,988.5,483.1,3391.0
0.08,987.1,484.7,3403.0
0.09,989.9,487.4,3416.0
0.1,990.4,487.1,3416.0
0.11,992.7,491.8,3442.0
0.12,993.8,489.9,3452.0
0.13,994.5,490.9,3459.0
0.14,992.2,490.7,3469.0
0.15,993.0,489.2,3486.0
0.16,992.0,488.9,3498.0
0.17,993.8,493.3,3515.0
0.18,992.1,495.0,3535.0
0.19,993.2,498.8,3559.0
0.2,994.0,499.7,3570.0
0.21,994.6,500.3,3583.0
0.22,995.6,502.8,3609.0
0.23,995.0,504.1,3633.0
0.24,993.8,505.3,3642.0
0.25,995.4,503.5,3660.0
0.26,994.5,498.5,3657.0
0.27,998.0,502.0,3671.0
0.28,996.1,502.7,3680.0
0.29,995.6,507.4,3701.0
0.3,993.1,505.0,3691.0
0.31,992.5,504.3,3713.0
0.32,992.1,503.0,3711.0
0.33,990.5,504.7,3709.0
0.34,990.7,505.6,3711.0
0.35,991.3,502.9,3699.0
0.36,990.7,507.3,3687.0
0.37,993.5,509.2,3674.0
0.38,992.8,509.0,3676.0
0.39,990.0,512.1,3674.0
0.4,990.5,509.9,3653.0
0.41,991.3,507.0,3637.0
0.42,990.9,506.2,3613.0
0.43,990.3,502.4,3591.0
0.44,993.1,505.4,3573.0
0.45,991.7,504.9,3562.0
0.46,990.9,504.4,3539.0
0.47,991.2,504.8,3528.0
0.48,990.7,504.9,3508.0
0.49,989.3,505.3,3476.0
0.5,985.6,504.3,3466.0
0.51,988.2,508.2,3464.0
0.52,987.5,508.3,3463.0
0.53,987.4,505.0,3450.0
0.54,985.4,501.7,3430.0
0.55,985.6,492.7,3417.0
0.56,1001.2,425.7,3390.0
0.57,1001.6,373.9,3375.0
0.58,1000.9,316.7,3371.0
0.59,990.6,286.7,3361.0
0.6,984.5,260.3,3356.0
0.61,986.0,270.2,3346.0
0.62,983.1,270.0,3353.0
0.63,981.1,266.6,3353.0
